county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,total_votes,district
Cherokee,U.S. House,Markwayne Mullin,REP,110022,1,14,110,125,02
Cherokee,U.S. House,Michael Fulks,IND,110022,0,0,10,10,02
Cherokee,State Senate,Jim Bynum,DEM,110022,4,10,122,136,3
Cherokee,State Senate,Wayne Shaw,REP,110022,1,9,81,91,3
Cherokee,President,Barack Obama,DEM,110023,1,25,48,74,
Cherokee,President,Mitt Romney,REP,110023,7,26,92,125,
Cherokee,U.S. House,Rob Wallace,DEM,110023,2,23,57,82,02
Cherokee,U.S. House,Markwayne Mullin,REP,110023,6,27,84,117,02
Cherokee,U.S. House,Michael Fulks,IND,110023,0,4,2,6,02
Cherokee,State Senate,Jim Bynum,DEM,110023,5,35,83,123,3
Cherokee,State Senate,Wayne Shaw,REP,110023,3,18,59,80,3
Cherokee,President,Barack Obama,DEM,110025,8,73,196,277,
Cherokee,President,Mitt Romney,REP,110025,11,66,181,258,
Cherokee,U.S. House,Rob Wallace,DEM,110025,5,68,190,263,02
Cherokee,U.S. House,Markwayne Mullin,REP,110025,14,67,168,249,02
Cherokee,U.S. House,Michael Fulks,IND,110025,0,3,16,19,02
Choctaw,President,Barack Obama,DEM,120101,4,9,160,173,
Choctaw,President,Mitt Romney,REP,120101,7,20,395,422,
Choctaw,U.S. House,Rob Wallace,DEM,120101,4,10,228,242,02
Choctaw,U.S. House,Markwayne Mullin,REP,120101,7,18,299,324,02
Choctaw,U.S. House,Michael Fulks,IND,120101,0,1,19,20,02
Choctaw,State Senate,Jerry Ellis,DEM,120101,4,12,310,326,5
Choctaw,State Senate,Howard Houchen,REP,120101,7,17,238,262,5
Choctaw,President,Barack Obama,DEM,120104,3,11,118,132,
Choctaw,President,Mitt Romney,REP,120104,19,49,359,427,
Choctaw,U.S. House,Rob Wallace,DEM,120104,5,17,200,222,02
Choctaw,U.S. House,Markwayne Mullin,REP,120104,15,37,258,310,02
Choctaw,U.S. House,Michael Fulks,IND,120104,2,5,16,23,02
Choctaw,State Senate,Jerry Ellis,DEM,120104,10,26,274,310,5
Choctaw,State Senate,Howard Houchen,REP,120104,12,33,197,242,5
Choctaw,President,Barack Obama,DEM,120105,3,22,142,167,
Choctaw,President,Mitt Romney,REP,120105,1,10,37,48,
Choctaw,U.S. House,Rob Wallace,DEM,120105,2,21,142,165,02
Choctaw,U.S. House,Markwayne Mullin,REP,120105,2,9,29,40,02
Choctaw,U.S. House,Michael Fulks,IND,120105,0,2,6,8,02
Choctaw,State Senate,Jerry Ellis,DEM,120105,3,20,146,169,5
Choctaw,State Senate,Howard Houchen,REP,120105,1,12,30,43,5
Choctaw,President,Barack Obama,DEM,120106,2,14,51,67,
Choctaw,President,Mitt Romney,REP,120106,8,33,169,210,
Choctaw,U.S. House,Rob Wallace,DEM,120106,4,22,85,111,02
Choctaw,U.S. House,Markwayne Mullin,REP,120106,5,23,121,149,02
Choctaw,U.S. House,Michael Fulks,IND,120106,1,2,9,12,02
Choctaw,State Senate,Jerry Ellis,DEM,120106,3,30,103,136,5
Choctaw,State Senate,Howard Houchen,REP,120106,7,17,115,139,5
Choctaw,President,Barack Obama,DEM,120207,3,1,36,40,
Choctaw,President,Mitt Romney,REP,120207,1,7,47,55,
Choctaw,U.S. House,Rob Wallace,DEM,120207,3,4,41,48,02
Choctaw,U.S. House,Markwayne Mullin,REP,120207,1,4,41,46,02
Choctaw,U.S. House,Michael Fulks,IND,120207,0,0,1,1,02
Choctaw,State Senate,Jerry Ellis,DEM,120207,4,4,45,53,5
Choctaw,State Senate,Howard Houchen,REP,120207,0,4,38,42,5
Choctaw,President,Barack Obama,DEM,120208,3,15,71,89,
Choctaw,President,Mitt Romney,REP,120208,2,57,222,281,
Choctaw,U.S. House,Rob Wallace,DEM,120208,3,15,130,148,02
Choctaw,U.S. House,Markwayne Mullin,REP,120208,2,55,152,209,02
Choctaw,U.S. House,Michael Fulks,IND,120208,0,2,9,11,02
Choctaw,State Senate,Jerry Ellis,DEM,120208,3,31,148,182,5
Choctaw,State Senate,Howard Houchen,REP,120208,2,41,145,188,5
Choctaw,President,Barack Obama,DEM,120209,0,3,71,74,
Choctaw,President,Mitt Romney,REP,120209,1,9,65,75,
Choctaw,U.S. House,Rob Wallace,DEM,120209,0,5,88,93,02
Choctaw,U.S. House,Markwayne Mullin,REP,120209,1,7,44,52,02
Choctaw,U.S. House,Michael Fulks,IND,120209,0,0,5,5,02
Choctaw,State Senate,Jerry Ellis,DEM,120209,0,3,94,97,5
Choctaw,State Senate,Howard Houchen,REP,120209,1,7,43,51,5
Choctaw,President,Barack Obama,DEM,120210,0,8,74,82,
Choctaw,President,Mitt Romney,REP,120210,12,105,222,339,
Choctaw,U.S. House,Rob Wallace,DEM,120210,2,21,123,146,02
Choctaw,U.S. House,Markwayne Mullin,REP,120210,7,84,165,256,02
Choctaw,U.S. House,Michael Fulks,IND,120210,2,4,3,9,02
Choctaw,State Senate,Jerry Ellis,DEM,120210,1,43,154,198,5
Choctaw,State Senate,Howard Houchen,REP,120210,10,70,139,219,5
Choctaw,President,Barack Obama,DEM,120211,1,1,41,43,
Choctaw,President,Mitt Romney,REP,120211,1,4,44,49,
Choctaw,U.S. House,Rob Wallace,DEM,120211,1,1,45,47,02
Choctaw,U.S. House,Markwayne Mullin,REP,120211,1,4,30,35,02
Choctaw,U.S. House,Michael Fulks,IND,120211,0,0,7,7,02
Choctaw,State Senate,Jerry Ellis,DEM,120211,1,3,63,67,5
Choctaw,State Senate,Howard Houchen,REP,120211,1,2,20,23,5
Choctaw,President,Barack Obama,DEM,120214,1,15,131,147,
Choctaw,President,Mitt Romney,REP,120214,8,39,107,154,
Choctaw,U.S. House,Rob Wallace,DEM,120214,3,18,139,160,02
Choctaw,U.S. House,Markwayne Mullin,REP,120214,6,34,92,132,02
Choctaw,U.S. House,Michael Fulks,IND,120214,0,3,8,11,02
Choctaw,State Senate,Jerry Ellis,DEM,120214,1,27,153,181,5
Choctaw,State Senate,Howard Houchen,REP,120214,8,28,85,121,5
Choctaw,President,Barack Obama,DEM,120215,4,26,46,76,
Choctaw,President,Mitt Romney,REP,120215,4,47,95,146,
Choctaw,U.S. House,Rob Wallace,DEM,120215,4,31,59,94,02
Choctaw,U.S. House,Markwayne Mullin,REP,120215,4,38,70,112,02
Choctaw,U.S. House,Michael Fulks,IND,120215,0,3,9,12,02
Choctaw,State Senate,Jerry Ellis,DEM,120215,4,38,69,111,5
Choctaw,State Senate,Howard Houchen,REP,120215,4,36,72,112,5
Choctaw,President,Barack Obama,DEM,120316,5,41,113,159,
Choctaw,President,Mitt Romney,REP,120316,14,109,274,397,
Choctaw,U.S. House,Rob Wallace,DEM,120316,6,53,144,203,02
Choctaw,U.S. House,Markwayne Mullin,REP,120316,10,90,226,326,02
Choctaw,U.S. House,Michael Fulks,IND,120316,2,5,16,23,02
Choctaw,State Senate,Jerry Ellis,DEM,120316,8,73,190,271,5
Choctaw,State Senate,Howard Houchen,REP,120316,10,75,195,280,5
Choctaw,President,Barack Obama,DEM,120318,0,10,56,66,
Choctaw,President,Mitt Romney,REP,120318,3,44,203,250,
Choctaw,U.S. House,Rob Wallace,DEM,120318,0,15,88,103,02
Choctaw,U.S. House,Markwayne Mullin,REP,120318,1,36,159,196,02
Choctaw,U.S. House,Michael Fulks,IND,120318,0,2,8,10,02
Choctaw,State Senate,Jerry Ellis,DEM,120318,1,25,133,159,5
Choctaw,State Senate,Howard Houchen,REP,120318,1,29,126,156,5
Choctaw,President,Barack Obama,DEM,120319,1,9,52,62,
Choctaw,President,Mitt Romney,REP,120319,14,27,191,232,
Choctaw,U.S. House,Rob Wallace,DEM,120319,4,12,90,106,02
Choctaw,U.S. House,Markwayne Mullin,REP,120319,8,22,141,171,02
Choctaw,U.S. House,Michael Fulks,IND,120319,3,2,7,12,02
Choctaw,State Senate,Jerry Ellis,DEM,120319,9,17,164,190,5
Choctaw,State Senate,Howard Houchen,REP,120319,5,19,76,100,5
Choctaw,President,Barack Obama,DEM,120320,1,1,36,38,
Choctaw,President,Mitt Romney,REP,120320,0,8,88,96,
Choctaw,U.S. House,Rob Wallace,DEM,120320,1,4,43,48,02
Choctaw,U.S. House,Markwayne Mullin,REP,120320,0,5,68,73,02
Choctaw,U.S. House,Michael Fulks,IND,120320,0,0,9,9,02
Choctaw,State Senate,Jerry Ellis,DEM,120320,1,5,68,74,5
Choctaw,State Senate,Howard Houchen,REP,120320,0,4,50,54,5
Choctaw,President,Barack Obama,DEM,120321,4,0,52,56,
Choctaw,President,Mitt Romney,REP,120321,11,14,235,260,
Choctaw,U.S. House,Rob Wallace,DEM,120321,4,4,100,108,02
Choctaw,U.S. House,Markwayne Mullin,REP,120321,8,11,177,196,02
Choctaw,U.S. House,Michael Fulks,IND,120321,0,0,9,9,02
Choctaw,State Senate,Jerry Ellis,DEM,120321,4,7,180,191,5
Choctaw,State Senate,Howard Houchen,REP,120321,9,8,108,125,5
Choctaw,President,Barack Obama,DEM,120322,0,0,23,23,
Choctaw,President,Mitt Romney,REP,120322,0,7,124,131,
Choctaw,U.S. House,Rob Wallace,DEM,120322,0,0,51,51,02
Choctaw,U.S. House,Markwayne Mullin,REP,120322,0,7,86,93,02
Choctaw,U.S. House,Michael Fulks,IND,120322,0,0,7,7,02
Choctaw,State Senate,Jerry Ellis,DEM,120322,0,2,111,113,5
Choctaw,State Senate,Howard Houchen,REP,120322,0,5,38,43,5
Cimarron,President,Barack Obama,DEM,130002,4,1,25,30,
Cimarron,President,Mitt Romney,REP,130002,23,33,103,159,
Cimarron,U.S. House,Timothy Ray Murray,DEM,130002,4,1,14,19,03
Cimarron,U.S. House,Frank Lucas,REP,130002,23,33,106,162,03
Cimarron,U.S. House,William Sanders,IND,130002,0,0,8,8,03
Cimarron,State Senate,A. Bryce Marlatt,REP,130002,20,26,96,142,27
Cimarron,State Senate,Tommy Nicholson,IND,130002,6,7,24,37,27
Cimarron,President,Barack Obama,DEM,130003,0,2,10,12,
Cimarron,President,Mitt Romney,REP,130003,11,53,101,165,
Cimarron,U.S. House,Timothy Ray Murray,DEM,130003,1,2,4,7,03
Cimarron,U.S. House,Frank Lucas,REP,130003,9,49,97,155,03
Cimarron,U.S. House,William Sanders,IND,130003,1,3,15,19,03
Cimarron,State Senate,A. Bryce Marlatt,REP,130003,10,41,95,146,27
Cimarron,State Senate,Tommy Nicholson,IND,130003,1,13,20,34,27
Cimarron,President,Barack Obama,DEM,130004,1,4,14,19,
Cimarron,President,Mitt Romney,REP,130004,7,50,144,201,
Cimarron,U.S. House,Timothy Ray Murray,DEM,130004,0,1,15,16,03
Cimarron,U.S. House,Frank Lucas,REP,130004,8,50,138,196,03
Cimarron,U.S. House,William Sanders,IND,130004,0,2,2,4,03
Cimarron,State Senate,A. Bryce Marlatt,REP,130004,7,39,125,171,27
Cimarron,State Senate,Tommy Nicholson,IND,130004,1,12,26,39,27
Cimarron,President,Barack Obama,DEM,130005,1,8,14,23,
Cimarron,President,Mitt Romney,REP,130005,17,61,111,189,
Cimarron,U.S. House,Timothy Ray Murray,DEM,130005,2,8,10,20,03
Cimarron,U.S. House,Frank Lucas,REP,130005,15,58,98,171,03
Cimarron,U.S. House,William Sanders,IND,130005,0,1,13,14,03
Cimarron,State Senate,A. Bryce Marlatt,REP,130005,16,55,89,160,27
Cimarron,State Senate,Tommy Nicholson,IND,130005,0,9,22,31,27
Cimarron,President,Barack Obama,DEM,130006,0,7,15,22,
Cimarron,President,Mitt Romney,REP,130006,27,85,182,294,
Cimarron,U.S. House,Timothy Ray Murray,DEM,130006,0,4,19,23,03
Cimarron,U.S. House,Frank Lucas,REP,130006,26,82,174,282,03
Cimarron,U.S. House,William Sanders,IND,130006,1,3,3,7,03
Cimarron,State Senate,A. Bryce Marlatt,REP,130006,27,74,164,265,27
Cimarron,State Senate,Tommy Nicholson,IND,130006,0,14,24,38,27
Cimarron,President,Barack Obama,DEM,130007,0,4,5,9,
Cimarron,President,Mitt Romney,REP,130007,8,10,56,74,
Cimarron,U.S. House,Timothy Ray Murray,DEM,130007,0,2,5,7,03
Cimarron,U.S. House,Frank Lucas,REP,130007,7,12,56,75,03
Cimarron,U.S. House,William Sanders,IND,130007,0,0,1,1,03
Cimarron,State Senate,A. Bryce Marlatt,REP,130007,5,11,56,72,27
Cimarron,State Senate,Tommy Nicholson,IND,130007,1,3,5,9,27
Cleveland,President,Barack Obama,DEM,140002,11,20,296,327,
Cleveland,President,Mitt Romney,REP,140002,14,7,190,211,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140002,11,19,247,277,04
Cleveland,U.S. House,Tom Cole,REP,140002,13,8,197,218,04
Cleveland,U.S. House,Rj Harris,IND,140002,1,0,44,45,04
Cleveland,President,Barack Obama,DEM,140003,11,42,313,366,
Cleveland,President,Mitt Romney,REP,140003,19,21,391,431,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140003,12,36,261,309,04
Cleveland,U.S. House,Tom Cole,REP,140003,15,26,406,447,04
Cleveland,U.S. House,Rj Harris,IND,140003,3,1,34,38,04
Cleveland,State Senate,Claudia Griffith,DEM,140003,14,40,315,369,15
Cleveland,State Senate,Rob Standridge,REP,140003,15,21,380,416,15
Cleveland,State House,Paula Roberts,DEM,140003,15,45,340,400,45
Cleveland,State House,Aaron Stiles,REP,140003,15,17,364,396,45
Cleveland,President,Barack Obama,DEM,140004,30,15,353,398,
Cleveland,President,Mitt Romney,REP,140004,139,69,1384,1592,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140004,30,13,274,317,04
Cleveland,U.S. House,Tom Cole,REP,140004,137,67,1373,1577,04
Cleveland,U.S. House,Rj Harris,IND,140004,1,3,71,75,04
Cleveland,President,Barack Obama,DEM,140005,28,37,498,563,
Cleveland,President,Mitt Romney,REP,140005,140,62,1314,1516,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140005,25,35,376,436,04
Cleveland,U.S. House,Tom Cole,REP,140005,137,61,1339,1537,04
Cleveland,U.S. House,Rj Harris,IND,140005,4,2,89,95,04
Cleveland,President,Barack Obama,DEM,140006,29,59,564,652,
Cleveland,President,Mitt Romney,REP,140006,22,30,258,310,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140006,23,56,495,574,04
Cleveland,U.S. House,Tom Cole,REP,140006,22,32,268,322,04
Cleveland,U.S. House,Rj Harris,IND,140006,3,1,54,58,04
Cleveland,President,Barack Obama,DEM,140007,6,4,139,149,
Cleveland,President,Mitt Romney,REP,140007,55,28,709,792,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140007,8,4,116,128,04
Cleveland,U.S. House,Tom Cole,REP,140007,52,25,678,755,04
Cleveland,U.S. House,Rj Harris,IND,140007,2,1,43,46,04
Cleveland,President,Barack Obama,DEM,140008,21,51,610,682,
Cleveland,President,Mitt Romney,REP,140008,6,16,187,209,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140008,20,51,528,599,04
Cleveland,U.S. House,Tom Cole,REP,140008,7,14,208,229,04
Cleveland,U.S. House,Rj Harris,IND,140008,1,0,56,57,04
Cleveland,President,Barack Obama,DEM,140009,20,22,374,416,
Cleveland,President,Mitt Romney,REP,140009,67,47,1190,1304,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140009,18,18,276,312,04
Cleveland,U.S. House,Tom Cole,REP,140009,66,46,1193,1305,04
Cleveland,U.S. House,Rj Harris,IND,140009,2,4,81,87,04
Cleveland,President,Barack Obama,DEM,140010,14,23,243,280,
Cleveland,President,Mitt Romney,REP,140010,70,31,571,672,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140010,15,24,212,251,04
Cleveland,U.S. House,Tom Cole,REP,140010,65,27,570,662,04
Cleveland,U.S. House,Rj Harris,IND,140010,0,3,22,25,04
Cleveland,President,Barack Obama,DEM,140011,27,48,531,606,
Cleveland,President,Mitt Romney,REP,140011,13,25,317,355,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140011,25,40,448,513,04
Cleveland,U.S. House,Tom Cole,REP,140011,12,32,338,382,04
Cleveland,U.S. House,Rj Harris,IND,140011,0,1,60,61,04
Cleveland,President,Barack Obama,DEM,140012,26,58,470,554,
Cleveland,President,Mitt Romney,REP,140012,48,69,671,788,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140012,27,52,391,470,04
Cleveland,U.S. House,Tom Cole,REP,140012,44,69,691,804,04
Cleveland,U.S. House,Rj Harris,IND,140012,0,6,58,64,04
Cleveland,State Senate,Claudia Griffith,DEM,140012,29,60,452,541,15
Cleveland,State Senate,Rob Standridge,REP,140012,40,64,679,783,15
Cleveland,State House,Paula Roberts,DEM,140012,35,61,519,615,45
Cleveland,State House,Aaron Stiles,REP,140012,35,66,619,720,45
Cleveland,President,Barack Obama,DEM,140013,19,29,387,435,
Cleveland,President,Mitt Romney,REP,140013,9,12,298,319,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140013,14,28,306,348,04
Cleveland,U.S. House,Tom Cole,REP,140013,10,12,310,332,04
Cleveland,U.S. House,Rj Harris,IND,140013,0,1,60,61,04
Cleveland,State Senate,Claudia Griffith,DEM,140013,14,30,362,406,15
Cleveland,State Senate,Rob Standridge,REP,140013,8,11,291,310,15
Cleveland,President,Barack Obama,DEM,140014,28,70,561,659,
Cleveland,President,Mitt Romney,REP,140014,25,26,293,344,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140014,24,60,447,531,04
Cleveland,U.S. House,Tom Cole,REP,140014,24,25,324,373,04
Cleveland,U.S. House,Rj Harris,IND,140014,5,8,81,94,04
Cleveland,President,Barack Obama,DEM,140015,36,61,584,681,
Cleveland,President,Mitt Romney,REP,140015,37,41,335,413,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140015,34,56,514,604,04
Cleveland,U.S. House,Tom Cole,REP,140015,38,45,352,435,04
Cleveland,U.S. House,Rj Harris,IND,140015,2,2,50,54,04
Cleveland,President,Barack Obama,DEM,140016,23,19,311,353,
Cleveland,President,Mitt Romney,REP,140016,41,38,663,742,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140016,25,15,255,295,04
Cleveland,U.S. House,Tom Cole,REP,140016,38,41,669,748,04
Cleveland,U.S. House,Rj Harris,IND,140016,1,2,49,52,04
Cleveland,President,Barack Obama,DEM,140017,2,8,88,98,
Cleveland,President,Mitt Romney,REP,140017,12,5,274,291,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140017,2,7,75,84,04
Cleveland,U.S. House,Tom Cole,REP,140017,12,5,267,284,04
Cleveland,U.S. House,Rj Harris,IND,140017,0,1,20,21,04
Cleveland,State House,Randy Gilbert,DEM,140017,2,8,111,121,27
Cleveland,State House,Josh Cockroft,REP,140017,12,5,249,266,27
Cleveland,President,Barack Obama,DEM,140018,20,39,554,613,
Cleveland,President,Mitt Romney,REP,140018,22,24,334,380,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140018,17,32,465,514,04
Cleveland,U.S. House,Tom Cole,REP,140018,24,25,359,408,04
Cleveland,U.S. House,Rj Harris,IND,140018,1,6,63,70,04
Cleveland,President,Barack Obama,DEM,140019,40,93,815,948,
Cleveland,President,Mitt Romney,REP,140019,47,69,774,890,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140019,36,80,683,799,04
Cleveland,U.S. House,Tom Cole,REP,140019,48,68,818,934,04
Cleveland,U.S. House,Rj Harris,IND,140019,3,6,85,94,04
Cleveland,President,Barack Obama,DEM,140020,51,29,392,472,
Cleveland,President,Mitt Romney,REP,140020,137,92,1260,1489,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140020,36,28,286,350,04
Cleveland,U.S. House,Tom Cole,REP,140020,145,88,1296,1529,04
Cleveland,U.S. House,Rj Harris,IND,140020,5,4,58,67,04
Cleveland,President,Barack Obama,DEM,140021,5,5,273,283,
Cleveland,President,Mitt Romney,REP,140021,25,16,524,565,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140021,5,6,193,204,04
Cleveland,U.S. House,Tom Cole,REP,140021,24,15,546,585,04
Cleveland,U.S. House,Rj Harris,IND,140021,0,0,61,61,04
Cleveland,President,Barack Obama,DEM,140022,51,51,483,585,
Cleveland,President,Mitt Romney,REP,140022,107,77,1179,1363,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140022,42,40,387,469,04
Cleveland,U.S. House,Tom Cole,REP,140022,107,75,1185,1367,04
Cleveland,U.S. House,Rj Harris,IND,140022,6,12,88,106,04
Cleveland,President,Barack Obama,DEM,140024,33,75,260,368,
Cleveland,President,Mitt Romney,REP,140024,97,113,690,900,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140024,25,67,214,306,04
Cleveland,U.S. House,Tom Cole,REP,140024,100,116,685,901,04
Cleveland,U.S. House,Rj Harris,IND,140024,4,6,42,52,04
Cleveland,President,Barack Obama,DEM,140025,11,15,223,249,
Cleveland,President,Mitt Romney,REP,140025,17,17,454,488,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140025,7,13,163,183,04
Cleveland,U.S. House,Tom Cole,REP,140025,19,16,471,506,04
Cleveland,U.S. House,Rj Harris,IND,140025,1,3,39,43,04
Cleveland,State Senate,Claudia Griffith,DEM,140025,10,15,212,237,15
Cleveland,State Senate,Rob Standridge,REP,140025,15,16,460,491,15
Cleveland,State House,Paula Roberts,DEM,140025,12,18,265,295,45
Cleveland,State House,Aaron Stiles,REP,140025,14,14,407,435,45
Cleveland,President,Barack Obama,DEM,140026,37,96,541,674,
Cleveland,President,Mitt Romney,REP,140026,47,65,616,728,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140026,29,89,439,557,04
Cleveland,U.S. House,Tom Cole,REP,140026,47,64,652,763,04
Cleveland,U.S. House,Rj Harris,IND,140026,8,6,61,75,04
Cleveland,State Senate,Claudia Griffith,DEM,140026,29,91,529,649,15
Cleveland,State Senate,Rob Standridge,REP,140026,50,68,618,736,15
Cleveland,State House,Paula Roberts,DEM,140026,36,97,575,708,45
Cleveland,State House,Aaron Stiles,REP,140026,44,63,571,678,45
Cleveland,President,Barack Obama,DEM,140027,51,88,549,688,
Cleveland,President,Mitt Romney,REP,140027,118,110,1058,1286,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140027,39,75,432,546,04
Cleveland,U.S. House,Tom Cole,REP,140027,117,119,1104,1340,04
Cleveland,U.S. House,Rj Harris,IND,140027,12,3,64,79,04
Cleveland,State Senate,Claudia Griffith,DEM,140027,53,84,526,663,15
Cleveland,State Senate,Rob Standridge,REP,140027,115,112,1058,1285,15
Cleveland,President,Barack Obama,DEM,140028,35,96,787,918,
Cleveland,President,Mitt Romney,REP,140028,22,55,641,718,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140028,33,86,644,763,04
Cleveland,U.S. House,Tom Cole,REP,140028,23,57,661,741,04
Cleveland,U.S. House,Rj Harris,IND,140028,2,7,114,123,04
Cleveland,State House,Paula Roberts,DEM,140028,34,100,815,949,45
Cleveland,State House,Aaron Stiles,REP,140028,22,51,597,670,45
Cleveland,President,Barack Obama,DEM,140029,11,19,327,357,
Cleveland,President,Mitt Romney,REP,140029,38,37,815,890,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140029,11,15,281,307,04
Cleveland,U.S. House,Tom Cole,REP,140029,35,36,818,889,04
Cleveland,U.S. House,Rj Harris,IND,140029,2,3,42,47,04
Cleveland,State House,Matt Branstetter,DEM,140029,14,23,475,512,20
Cleveland,State House,Bobby Cleveland,REP,140029,34,31,662,727,20
Cleveland,President,Barack Obama,DEM,140030,15,42,258,315,
Cleveland,President,Mitt Romney,REP,140030,34,32,439,505,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140030,14,38,217,269,04
Cleveland,U.S. House,Tom Cole,REP,140030,31,34,443,508,04
Cleveland,U.S. House,Rj Harris,IND,140030,3,1,34,38,04
Cleveland,State House,Paula Roberts,DEM,140030,21,43,325,389,45
Cleveland,State House,Aaron Stiles,REP,140030,27,30,367,424,45
Cleveland,President,Barack Obama,DEM,140032,43,100,811,954,
Cleveland,President,Mitt Romney,REP,140032,24,29,501,554,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140032,30,92,650,772,04
Cleveland,U.S. House,Tom Cole,REP,140032,26,28,560,614,04
Cleveland,U.S. House,Rj Harris,IND,140032,4,10,101,115,04
Cleveland,State House,Paula Roberts,DEM,140032,35,95,781,911,45
Cleveland,State House,Aaron Stiles,REP,140032,25,30,512,567,45
Cleveland,President,Barack Obama,DEM,140034,21,9,398,428,
Cleveland,President,Mitt Romney,REP,140034,59,34,1086,1179,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140034,22,8,329,359,04
Cleveland,U.S. House,Tom Cole,REP,140034,56,32,1088,1176,04
Cleveland,U.S. House,Rj Harris,IND,140034,1,2,63,66,04
Cleveland,State House,Matt Branstetter,DEM,140034,30,13,503,546,20
Cleveland,State House,Bobby Cleveland,REP,140034,48,29,967,1044,20
Cleveland,President,Barack Obama,DEM,140035,21,31,340,392,
Cleveland,President,Mitt Romney,REP,140035,45,20,492,557,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140035,19,27,278,324,04
Cleveland,U.S. House,Tom Cole,REP,140035,45,22,508,575,04
Cleveland,U.S. House,Rj Harris,IND,140035,2,1,38,41,04
Cleveland,State Senate,Claudia Griffith,DEM,140035,18,30,334,382,15
Cleveland,State Senate,Rob Standridge,REP,140035,45,21,489,555,15
Cleveland,President,Barack Obama,DEM,140036,13,31,182,226,
Cleveland,President,Mitt Romney,REP,140036,24,47,617,688,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140036,10,27,151,188,04
Cleveland,U.S. House,Tom Cole,REP,140036,27,44,604,675,04
Cleveland,U.S. House,Rj Harris,IND,140036,1,8,48,57,04
Cleveland,State Senate,Claudia Griffith,DEM,140036,10,35,216,261,15
Cleveland,State Senate,Rob Standridge,REP,140036,27,44,585,656,15
Cleveland,State House,Randy Gilbert,DEM,140036,15,37,220,272,27
Cleveland,State House,Josh Cockroft,REP,140036,22,42,577,641,27
Cleveland,President,Barack Obama,DEM,140037,8,27,254,289,
Cleveland,President,Mitt Romney,REP,140037,25,21,567,613,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140037,6,25,205,236,04
Cleveland,U.S. House,Tom Cole,REP,140037,25,22,555,602,04
Cleveland,U.S. House,Rj Harris,IND,140037,2,1,54,57,04
Cleveland,State Senate,Claudia Griffith,DEM,140037,7,28,276,311,15
Cleveland,State Senate,Rob Standridge,REP,140037,20,20,530,570,15
Cleveland,President,Barack Obama,DEM,140038,6,13,290,309,
Cleveland,President,Mitt Romney,REP,140038,37,11,570,618,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140038,7,14,247,268,04
Cleveland,U.S. House,Tom Cole,REP,140038,31,9,561,601,04
Cleveland,U.S. House,Rj Harris,IND,140038,4,2,50,56,04
Cleveland,State Senate,Claudia Griffith,DEM,140038,9,14,298,321,15
Cleveland,State Senate,Rob Standridge,REP,140038,32,11,558,601,15
Cleveland,State House,Matt Branstetter,DEM,140038,14,14,322,350,20
Cleveland,State House,Bobby Cleveland,REP,140038,27,11,531,569,20
Cleveland,President,Barack Obama,DEM,140039,46,59,435,540,
Cleveland,President,Mitt Romney,REP,140039,48,54,523,625,
Cleveland,U.S. House,Donna Marie Bebo,DEM,140039,35,51,353,439,04
Cleveland,U.S. House,Tom Cole,REP,140039,54,55,543,652,04
Cleveland,U.S. House,Rj Harris,IND,140039,3,7,59,69,04
Cleveland,State Senate,Claudia Griffith,DEM,140039,42,59,412,513,15
Cleveland,State Senate,Rob Standridge,REP,140039,49,54,535,638,15
Cleveland,President,Barack Obama,DEM,140040,18,38,400,456,
Cleveland,President,Mitt Romney,REP,140040,46,34,859,939,
