county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,total_votes,district
Atoka,U.S. House,Markwayne Mullin,REP,30006,3,31,117,151,02
Atoka,U.S. House,Michael Fulks,IND,30006,0,1,11,12,02
Atoka,State House,Doris Anne Row,DEM,30006,4,16,55,75,22
Atoka,State House,Charles Mccall,REP,30006,4,36,137,177,22
Atoka,President,Barack Obama,DEM,30007,1,9,92,102,
Atoka,President,Mitt Romney,REP,30007,10,56,267,333,
Atoka,U.S. House,Rob Wallace,DEM,30007,1,20,133,154,02
Atoka,U.S. House,Markwayne Mullin,REP,30007,10,43,215,268,02
Atoka,U.S. House,Michael Fulks,IND,30007,0,1,8,9,02
Atoka,State House,Doris Anne Row,DEM,30007,1,14,129,144,22
Atoka,State House,Charles Mccall,REP,30007,10,51,232,293,22
Atoka,President,Barack Obama,DEM,30008,9,7,139,155,
Atoka,President,Mitt Romney,REP,30008,19,31,419,469,
Atoka,U.S. House,Rob Wallace,DEM,30008,8,10,218,236,02
Atoka,U.S. House,Markwayne Mullin,REP,30008,19,28,324,371,02
Atoka,U.S. House,Michael Fulks,IND,30008,0,0,19,19,02
Atoka,State House,Doris Anne Row,DEM,30008,15,10,204,229,22
Atoka,State House,Charles Mccall,REP,30008,12,28,362,402,22
Atoka,President,Barack Obama,DEM,30009,9,24,80,113,
Atoka,President,Mitt Romney,REP,30009,14,83,208,305,
Atoka,U.S. House,Rob Wallace,DEM,30009,8,39,117,164,02
Atoka,U.S. House,Markwayne Mullin,REP,30009,10,66,161,237,02
Atoka,U.S. House,Michael Fulks,IND,30009,2,2,9,13,02
Atoka,State House,Doris Anne Row,DEM,30009,7,27,89,123,22
Atoka,State House,Charles Mccall,REP,30009,16,81,204,301,22
Atoka,President,Barack Obama,DEM,30010,3,4,25,32,
Atoka,President,Mitt Romney,REP,30010,1,4,121,126,
Atoka,U.S. House,Rob Wallace,DEM,30010,3,4,51,58,02
Atoka,U.S. House,Markwayne Mullin,REP,30010,1,3,86,90,02
Atoka,U.S. House,Michael Fulks,IND,30010,0,1,10,11,02
Atoka,State Senate,Jerry Ellis,DEM,30010,3,4,78,85,5
Atoka,State Senate,Howard Houchen,REP,30010,0,4,67,71,5
Atoka,President,Barack Obama,DEM,30011,4,71,131,206,
Atoka,President,Mitt Romney,REP,30011,17,144,387,548,
Atoka,U.S. House,Rob Wallace,DEM,30011,8,93,213,314,02
Atoka,U.S. House,Markwayne Mullin,REP,30011,11,118,282,411,02
Atoka,U.S. House,Michael Fulks,IND,30011,0,7,20,27,02
Atoka,President,Barack Obama,DEM,30012,0,3,65,68,
Atoka,President,Mitt Romney,REP,30012,4,24,243,271,
Atoka,U.S. House,Rob Wallace,DEM,30012,1,7,102,110,02
Atoka,U.S. House,Markwayne Mullin,REP,30012,3,19,188,210,02
Atoka,U.S. House,Michael Fulks,IND,30012,0,1,15,16,02
Atoka,State Senate,Jerry Ellis,DEM,30012,1,14,192,207,5
Atoka,State Senate,Howard Houchen,REP,30012,3,13,105,121,5
Atoka,President,Barack Obama,DEM,30013,0,4,57,61,
Atoka,President,Mitt Romney,REP,30013,7,16,235,258,
Atoka,U.S. House,Rob Wallace,DEM,30013,1,7,106,114,02
Atoka,U.S. House,Markwayne Mullin,REP,30013,6,13,175,194,02
Atoka,U.S. House,Michael Fulks,IND,30013,0,0,8,8,02
Atoka,State Senate,Jerry Ellis,DEM,30013,0,16,172,188,5
Atoka,State Senate,Howard Houchen,REP,30013,7,4,116,127,5
Atoka,President,Barack Obama,DEM,30014,1,1,20,22,
Atoka,President,Mitt Romney,REP,30014,1,14,77,92,
Atoka,U.S. House,Rob Wallace,DEM,30014,1,8,28,37,02
Atoka,U.S. House,Markwayne Mullin,REP,30014,1,7,62,70,02
Atoka,U.S. House,Michael Fulks,IND,30014,0,0,4,4,02
Atoka,State Senate,Jerry Ellis,DEM,30014,1,9,62,72,5
Atoka,State Senate,Howard Houchen,REP,30014,1,6,34,41,5
Atoka,President,Barack Obama,DEM,30015,2,7,26,35,
Atoka,President,Mitt Romney,REP,30015,3,8,29,40,
Atoka,U.S. House,Rob Wallace,DEM,30015,2,7,32,41,02
Atoka,U.S. House,Markwayne Mullin,REP,30015,3,8,19,30,02
Atoka,U.S. House,Michael Fulks,IND,30015,0,0,5,5,02
Atoka,State Senate,Jerry Ellis,DEM,30015,3,9,39,51,5
Atoka,State Senate,Howard Houchen,REP,30015,2,6,17,25,5
Atoka,President,Barack Obama,DEM,30016,0,0,0,0,
Atoka,President,Mitt Romney,REP,30016,0,0,0,0,
Atoka,U.S. House,Rob Wallace,DEM,30016,0,0,0,0,02
Atoka,U.S. House,Markwayne Mullin,REP,30016,0,0,0,0,02
Atoka,U.S. House,Michael Fulks,IND,30016,0,0,0,0,02
Atoka,President,Barack Obama,DEM,30017,0,0,0,0,
Atoka,President,Mitt Romney,REP,30017,0,0,0,0,
Atoka,U.S. House,Rob Wallace,DEM,30017,0,0,0,0,02
Atoka,U.S. House,Markwayne Mullin,REP,30017,0,0,0,0,02
Atoka,U.S. House,Michael Fulks,IND,30017,0,0,0,0,02
Atoka,President,Barack Obama,DEM,30018,0,0,0,0,
Atoka,President,Mitt Romney,REP,30018,0,0,0,0,
Atoka,U.S. House,Rob Wallace,DEM,30018,0,0,0,0,02
Atoka,U.S. House,Markwayne Mullin,REP,30018,0,0,0,0,02
Atoka,U.S. House,Michael Fulks,IND,30018,0,0,0,0,02
Atoka,State Senate,Jerry Ellis,DEM,30018,0,0,0,0,5
Atoka,State Senate,Howard Houchen,REP,30018,0,0,0,0,5
Atoka,President,Barack Obama,DEM,30019,0,0,10,10,
Atoka,President,Mitt Romney,REP,30019,2,2,27,31,
Atoka,U.S. House,Rob Wallace,DEM,30019,0,0,17,17,02
Atoka,U.S. House,Markwayne Mullin,REP,30019,2,2,19,23,02
Atoka,U.S. House,Michael Fulks,IND,30019,0,0,1,1,02
Beaver,President,Barack Obama,DEM,40011,0,1,14,15,
Beaver,President,Mitt Romney,REP,40011,21,8,149,178,
Beaver,U.S. House,Timothy Ray Murray,DEM,40011,0,1,8,9,03
Beaver,U.S. House,Frank Lucas,REP,40011,21,9,150,180,03
Beaver,U.S. House,William Sanders,IND,40011,0,0,5,5,03
Beaver,State Senate,A. Bryce Marlatt,REP,40011,21,7,142,170,27
Beaver,State Senate,Tommy Nicholson,IND,40011,0,2,17,19,27
Beaver,President,Barack Obama,DEM,40013,0,0,6,6,
Beaver,President,Mitt Romney,REP,40013,10,4,105,119,
Beaver,U.S. House,Timothy Ray Murray,DEM,40013,0,0,4,4,03
Beaver,U.S. House,Frank Lucas,REP,40013,10,4,103,117,03
Beaver,U.S. House,William Sanders,IND,40013,0,0,6,6,03
Beaver,State Senate,A. Bryce Marlatt,REP,40013,10,4,101,115,27
Beaver,State Senate,Tommy Nicholson,IND,40013,0,0,11,11,27
Beaver,President,Barack Obama,DEM,40023,4,12,87,103,
Beaver,President,Mitt Romney,REP,40023,68,154,579,801,
Beaver,U.S. House,Timothy Ray Murray,DEM,40023,2,6,65,73,03
Beaver,U.S. House,Frank Lucas,REP,40023,70,153,582,805,03
Beaver,U.S. House,William Sanders,IND,40023,0,6,21,27,03
Beaver,State Senate,A. Bryce Marlatt,REP,40023,64,141,562,767,27
Beaver,State Senate,Tommy Nicholson,IND,40023,7,18,88,113,27
Beaver,President,Barack Obama,DEM,40025,4,0,18,22,
Beaver,President,Mitt Romney,REP,40025,12,19,153,184,
Beaver,U.S. House,Timothy Ray Murray,DEM,40025,4,1,13,18,03
Beaver,U.S. House,Frank Lucas,REP,40025,11,17,144,172,03
Beaver,U.S. House,William Sanders,IND,40025,1,0,12,13,03
Beaver,State Senate,A. Bryce Marlatt,REP,40025,10,17,137,164,27
Beaver,State Senate,Tommy Nicholson,IND,40025,4,1,21,26,27
Beaver,President,Barack Obama,DEM,40026,1,0,4,5,
Beaver,President,Mitt Romney,REP,40026,3,5,37,45,
Beaver,U.S. House,Timothy Ray Murray,DEM,40026,1,0,4,5,03
Beaver,U.S. House,Frank Lucas,REP,40026,2,5,37,44,03
Beaver,U.S. House,William Sanders,IND,40026,1,0,0,1,03
Beaver,State Senate,A. Bryce Marlatt,REP,40026,3,5,33,41,27
Beaver,State Senate,Tommy Nicholson,IND,40026,1,0,5,6,27
Beaver,President,Barack Obama,DEM,40031,4,0,13,17,
Beaver,President,Mitt Romney,REP,40031,10,30,188,228,
Beaver,U.S. House,Timothy Ray Murray,DEM,40031,1,0,8,9,03
Beaver,U.S. House,Frank Lucas,REP,40031,13,30,180,223,03
Beaver,U.S. House,William Sanders,IND,40031,0,0,10,10,03
Beaver,State Senate,A. Bryce Marlatt,REP,40031,14,29,171,214,27
Beaver,State Senate,Tommy Nicholson,IND,40031,0,1,23,24,27
Beaver,President,Barack Obama,DEM,40033,5,1,70,76,
Beaver,President,Mitt Romney,REP,40033,20,25,462,507,
Beaver,U.S. House,Timothy Ray Murray,DEM,40033,3,1,51,55,03
Beaver,U.S. House,Frank Lucas,REP,40033,20,22,459,501,03
Beaver,U.S. House,William Sanders,IND,40033,2,3,20,25,03
Beaver,State Senate,A. Bryce Marlatt,REP,40033,20,22,449,491,27
Beaver,State Senate,Tommy Nicholson,IND,40033,5,3,65,73,27
Beckham,President,Barack Obama,DEM,50111,10,43,118,171,
Beckham,President,Mitt Romney,REP,50111,15,100,424,539,
Beckham,U.S. House,Timothy Ray Murray,DEM,50111,8,33,77,118,03
Beckham,U.S. House,Frank Lucas,REP,50111,17,107,453,577,03
Beckham,U.S. House,William Sanders,IND,50111,0,3,14,17,03
Beckham,President,Barack Obama,DEM,50112,4,11,82,97,
Beckham,President,Mitt Romney,REP,50112,8,50,196,254,
Beckham,U.S. House,Timothy Ray Murray,DEM,50112,1,6,47,54,03
Beckham,U.S. House,Frank Lucas,REP,50112,7,51,226,284,03
Beckham,U.S. House,William Sanders,IND,50112,1,3,6,10,03
Beckham,President,Barack Obama,DEM,50115,2,8,13,23,
Beckham,President,Mitt Romney,REP,50115,10,53,51,114,
Beckham,U.S. House,Timothy Ray Murray,DEM,50115,0,4,8,12,03
Beckham,U.S. House,Frank Lucas,REP,50115,12,57,54,123,03
Beckham,U.S. House,William Sanders,IND,50115,0,1,3,4,03
Beckham,President,Barack Obama,DEM,50141,3,8,115,126,
Beckham,President,Mitt Romney,REP,50141,20,56,523,599,
Beckham,U.S. House,Timothy Ray Murray,DEM,50141,2,6,88,96,03
Beckham,U.S. House,Frank Lucas,REP,50141,20,55,528,603,03
Beckham,U.S. House,William Sanders,IND,50141,1,3,18,22,03
Beckham,President,Barack Obama,DEM,50231,3,4,55,62,
Beckham,President,Mitt Romney,REP,50231,10,18,264,292,
Beckham,U.S. House,Timothy Ray Murray,DEM,50231,2,2,41,45,03
Beckham,U.S. House,Frank Lucas,REP,50231,11,20,269,300,03
Beckham,U.S. House,William Sanders,IND,50231,0,0,11,11,03
Beckham,President,Barack Obama,DEM,50232,1,0,7,8,
Beckham,President,Mitt Romney,REP,50232,3,4,60,67,
Beckham,U.S. House,Timothy Ray Murray,DEM,50232,1,0,4,5,03
Beckham,U.S. House,Frank Lucas,REP,50232,3,4,62,69,03
Beckham,U.S. House,William Sanders,IND,50232,0,0,1,1,03
Beckham,President,Barack Obama,DEM,50235,9,20,290,319,
Beckham,President,Mitt Romney,REP,50235,54,95,1075,1224,
Beckham,U.S. House,Timothy Ray Murray,DEM,50235,10,19,189,218,03
Beckham,U.S. House,Frank Lucas,REP,50235,52,91,1127,1270,03
Beckham,U.S. House,William Sanders,IND,50235,1,4,50,55,03
Beckham,President,Barack Obama,DEM,50242,1,3,77,81,
Beckham,President,Mitt Romney,REP,50242,3,19,177,199,
Beckham,U.S. House,Timothy Ray Murray,DEM,50242,0,2,45,47,03
Beckham,U.S. House,Frank Lucas,REP,50242,4,19,199,222,03
Beckham,U.S. House,William Sanders,IND,50242,0,1,8,9,03
Beckham,President,Barack Obama,DEM,50320,1,5,109,115,
Beckham,President,Mitt Romney,REP,50320,13,17,332,362,
Beckham,U.S. House,Timothy Ray Murray,DEM,50320,0,2,72,74,03
Beckham,U.S. House,Frank Lucas,REP,50320,11,20,354,385,03
Beckham,U.S. House,William Sanders,IND,50320,3,0,16,19,03
Beckham,President,Barack Obama,DEM,50330,0,8,40,48,
Beckham,President,Mitt Romney,REP,50330,11,41,255,307,
Beckham,U.S. House,Timothy Ray Murray,DEM,50330,0,5,25,30,03
Beckham,U.S. House,Frank Lucas,REP,50330,10,43,254,307,03
Beckham,U.S. House,William Sanders,IND,50330,1,1,16,18,03
Beckham,President,Barack Obama,DEM,50332,7,13,142,162,
Beckham,President,Mitt Romney,REP,50332,29,65,695,789,
Beckham,U.S. House,Timothy Ray Murray,DEM,50332,6,10,99,115,03
Beckham,U.S. House,Frank Lucas,REP,50332,30,67,707,804,03
Beckham,U.S. House,William Sanders,IND,50332,0,1,26,27,03
Beckham,President,Barack Obama,DEM,50333,2,15,158,175,
Beckham,President,Mitt Romney,REP,50333,19,64,566,649,
Beckham,U.S. House,Timothy Ray Murray,DEM,50333,2,11,103,116,03
Beckham,U.S. House,Frank Lucas,REP,50333,19,65,583,667,03
Beckham,U.S. House,William Sanders,IND,50333,0,2,33,35,03
Beckham,President,Barack Obama,DEM,50343,1,9,20,30,
Beckham,President,Mitt Romney,REP,50343,5,28,80,113,
Beckham,U.S. House,Timothy Ray Murray,DEM,50343,1,13,18,32,03
Beckham,U.S. House,Frank Lucas,REP,50343,5,25,78,108,03
Beckham,U.S. House,William Sanders,IND,50343,0,1,6,7,03
Blaine,President,Barack Obama,DEM,60002,8,7,102,117,
