county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,total_votes,district
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10003,3,4,43,50,
Adair,Commissioner of Labor,Mike Workman,DEM,10003,0,2,49,51,
Adair,Commissioner of Labor,Mark Costello,REP,10003,3,4,53,60,
Adair,U.S. Senate,Matt Silverstein,DEM,10003,0,0,33,33,
Adair,U.S. Senate,Jim Inhofe,REP,10003,3,6,67,76,
Adair,U.S. Senate,Aaron Delozier,IND,10003,0,0,1,1,
Adair,U.S. Senate,Ray Woods,IND,10003,0,0,2,2,
Adair,U.S. Senate,Joan Farr,IND,10003,0,0,1,1,
Adair,U.S. Senate,Connie Johnson,DEM,10003,0,0,35,35,
Adair,U.S. Senate,James Lankford,REP,10003,3,6,63,72,
Adair,U.S. Senate,Mark Beard,IND,10003,0,0,4,4,
Adair,U.S. House,Earl Everett,DEM,10003,0,0,28,28,02
Adair,U.S. House,Markwayne Mullin,REP,10003,3,6,72,81,02
Adair,U.S. House,Jon Douthitt,IND,10003,0,0,4,4,02
Adair,State House,Will Fourkiller,DEM,10003,1,3,63,67,86
Adair,State House,Tonya Teaney,REP,10003,2,3,41,46,86
Adair,Governor,Joe Dorman,DEM,10004,1,12,58,71,
Adair,Governor,Mary Fallin,REP,10004,2,7,87,96,
Adair,Governor,Kimberly Willis,IND,10004,0,0,4,4,
Adair,Governor,Richard Prawdzienski,IND,10004,0,0,3,3,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10004,1,11,42,54,
Adair,Lieutenant Governor,Todd Lamb,REP,10004,2,8,109,119,
Adair,Superintendent of Public Instruction,John Cox,DEM,10004,3,15,99,117,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10004,0,4,53,57,
Adair,Commissioner of Labor,Mike Workman,DEM,10004,1,10,71,82,
Adair,Commissioner of Labor,Mark Costello,REP,10004,2,9,78,89,
Adair,U.S. Senate,Matt Silverstein,DEM,10004,1,7,34,42,
Adair,U.S. Senate,Jim Inhofe,REP,10004,2,12,114,128,
Adair,U.S. Senate,Aaron Delozier,IND,10004,0,0,1,1,
Adair,U.S. Senate,Ray Woods,IND,10004,0,0,0,0,
Adair,U.S. Senate,Joan Farr,IND,10004,0,0,2,2,
Adair,U.S. Senate,Connie Johnson,DEM,10004,1,5,40,46,
Adair,U.S. Senate,James Lankford,REP,10004,2,12,103,117,
Adair,U.S. Senate,Mark Beard,IND,10004,0,2,7,9,
Adair,U.S. House,Earl Everett,DEM,10004,1,6,21,28,02
Adair,U.S. House,Markwayne Mullin,REP,10004,2,13,124,139,02
Adair,U.S. House,Jon Douthitt,IND,10004,0,0,7,7,02
Adair,State House,Will Fourkiller,DEM,10004,3,18,117,138,86
Adair,State House,Tonya Teaney,REP,10004,0,1,35,36,86
Adair,Governor,Joe Dorman,DEM,10005,0,3,56,59,
Adair,Governor,Mary Fallin,REP,10005,2,0,59,61,
Adair,Governor,Kimberly Willis,IND,10005,0,0,4,4,
Adair,Governor,Richard Prawdzienski,IND,10005,0,0,1,1,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10005,0,2,36,38,
Adair,Lieutenant Governor,Todd Lamb,REP,10005,2,1,83,86,
Adair,Superintendent of Public Instruction,John Cox,DEM,10005,0,3,92,95,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10005,2,0,27,29,
Adair,Commissioner of Labor,Mike Workman,DEM,10005,0,2,52,54,
Adair,Commissioner of Labor,Mark Costello,REP,10005,2,1,61,64,
Adair,U.S. Senate,Matt Silverstein,DEM,10005,0,2,27,29,
Adair,U.S. Senate,Jim Inhofe,REP,10005,2,1,86,89,
Adair,U.S. Senate,Aaron Delozier,IND,10005,0,0,1,1,
Adair,U.S. Senate,Ray Woods,IND,10005,0,0,1,1,
Adair,U.S. Senate,Joan Farr,IND,10005,0,0,1,1,
Adair,U.S. Senate,Connie Johnson,DEM,10005,0,2,34,36,
Adair,U.S. Senate,James Lankford,REP,10005,2,1,83,86,
Adair,U.S. Senate,Mark Beard,IND,10005,0,0,2,2,
Adair,U.S. House,Earl Everett,DEM,10005,0,1,19,20,02
Adair,U.S. House,Markwayne Mullin,REP,10005,2,2,97,101,02
Adair,U.S. House,Jon Douthitt,IND,10005,0,0,5,5,02
Adair,State House,Will Fourkiller,DEM,10005,0,3,98,101,86
Adair,State House,Tonya Teaney,REP,10005,2,0,23,25,86
Adair,Governor,Joe Dorman,DEM,10006,1,6,148,155,
Adair,Governor,Mary Fallin,REP,10006,0,6,125,131,
Adair,Governor,Kimberly Willis,IND,10006,0,0,12,12,
Adair,Governor,Richard Prawdzienski,IND,10006,0,0,4,4,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10006,0,5,91,96,
Adair,Lieutenant Governor,Todd Lamb,REP,10006,1,7,198,206,
Adair,Superintendent of Public Instruction,John Cox,DEM,10006,1,5,208,214,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10006,0,7,84,91,
Adair,Commissioner of Labor,Mike Workman,DEM,10006,0,7,146,153,
Adair,Commissioner of Labor,Mark Costello,REP,10006,0,5,139,144,
Adair,U.S. Senate,Matt Silverstein,DEM,10006,0,5,68,73,
Adair,U.S. Senate,Jim Inhofe,REP,10006,1,7,210,218,
Adair,U.S. Senate,Aaron Delozier,IND,10006,0,0,4,4,
Adair,U.S. Senate,Ray Woods,IND,10006,0,0,7,7,
Adair,U.S. Senate,Joan Farr,IND,10006,0,0,1,1,
Adair,U.S. Senate,Connie Johnson,DEM,10006,0,5,81,86,
Adair,U.S. Senate,James Lankford,REP,10006,1,7,196,204,
Adair,U.S. Senate,Mark Beard,IND,10006,0,0,12,12,
Adair,U.S. House,Earl Everett,DEM,10006,0,4,49,53,02
Adair,U.S. House,Markwayne Mullin,REP,10006,1,8,233,242,02
Adair,U.S. House,Jon Douthitt,IND,10006,0,0,8,8,02
Adair,State House,Will Fourkiller,DEM,10006,1,7,230,238,86
Adair,State House,Tonya Teaney,REP,10006,0,5,63,68,86
Adair,Governor,Joe Dorman,DEM,10007,2,15,156,173,
Adair,Governor,Mary Fallin,REP,10007,1,4,153,158,
Adair,Governor,Kimberly Willis,IND,10007,0,0,9,9,
Adair,Governor,Richard Prawdzienski,IND,10007,0,0,2,2,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10007,1,12,117,130,
Adair,Lieutenant Governor,Todd Lamb,REP,10007,2,7,203,212,
Adair,Superintendent of Public Instruction,John Cox,DEM,10007,3,16,221,240,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10007,0,3,98,101,
Adair,Commissioner of Labor,Mike Workman,DEM,10007,3,14,160,177,
Adair,Commissioner of Labor,Mark Costello,REP,10007,0,5,158,163,
Adair,U.S. Senate,Matt Silverstein,DEM,10007,1,14,95,110,
Adair,U.S. Senate,Jim Inhofe,REP,10007,2,5,219,226,
Adair,U.S. Senate,Aaron Delozier,IND,10007,0,0,1,1,
Adair,U.S. Senate,Ray Woods,IND,10007,0,0,3,3,
Adair,U.S. Senate,Joan Farr,IND,10007,0,0,3,3,
Adair,U.S. Senate,Connie Johnson,DEM,10007,0,13,109,122,
Adair,U.S. Senate,James Lankford,REP,10007,3,5,203,211,
Adair,U.S. Senate,Mark Beard,IND,10007,0,0,7,7,
Adair,U.S. House,Earl Everett,DEM,10007,0,12,61,73,02
Adair,U.S. House,Markwayne Mullin,REP,10007,3,7,247,257,02
Adair,U.S. House,Jon Douthitt,IND,10007,0,0,12,12,02
Adair,State House,Will Fourkiller,DEM,10007,3,13,249,265,86
Adair,State House,Tonya Teaney,REP,10007,0,6,74,80,86
Adair,Governor,Joe Dorman,DEM,10008,2,11,110,123,
Adair,Governor,Mary Fallin,REP,10008,0,4,133,137,
Adair,Governor,Kimberly Willis,IND,10008,0,2,6,8,
Adair,Governor,Richard Prawdzienski,IND,10008,0,0,2,2,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10008,2,8,84,94,
Adair,Lieutenant Governor,Todd Lamb,REP,10008,0,9,167,176,
Adair,Superintendent of Public Instruction,John Cox,DEM,10008,2,15,161,178,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10008,0,2,90,92,
Adair,Commissioner of Labor,Mike Workman,DEM,10008,2,13,125,140,
Adair,Commissioner of Labor,Mark Costello,REP,10008,0,4,126,130,
Adair,U.S. Senate,Matt Silverstein,DEM,10008,2,8,64,74,
Adair,U.S. Senate,Jim Inhofe,REP,10008,0,9,180,189,
Adair,U.S. Senate,Aaron Delozier,IND,10008,0,0,2,2,
Adair,U.S. Senate,Ray Woods,IND,10008,0,0,5,5,
Adair,U.S. Senate,Joan Farr,IND,10008,0,0,1,1,
Adair,U.S. Senate,Connie Johnson,DEM,10008,2,11,81,94,
Adair,U.S. Senate,James Lankford,REP,10008,0,6,168,174,
Adair,U.S. Senate,Mark Beard,IND,10008,0,0,0,0,
Adair,U.S. House,Earl Everett,DEM,10008,2,4,42,48,02
Adair,U.S. House,Markwayne Mullin,REP,10008,0,13,203,216,02
Adair,U.S. House,Jon Douthitt,IND,10008,0,0,9,9,02
Adair,State House,Will Fourkiller,DEM,10008,2,15,205,222,86
Adair,State House,Tonya Teaney,REP,10008,0,2,51,53,86
Adair,Governor,Joe Dorman,DEM,10010,0,1,37,38,
Adair,Governor,Mary Fallin,REP,10010,0,5,47,52,
Adair,Governor,Kimberly Willis,IND,10010,0,0,4,4,
Adair,Governor,Richard Prawdzienski,IND,10010,0,0,1,1,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10010,0,1,36,37,
Adair,Lieutenant Governor,Todd Lamb,REP,10010,0,4,53,57,
Adair,Superintendent of Public Instruction,John Cox,DEM,10010,0,6,65,71,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10010,0,0,25,25,
Adair,Commissioner of Labor,Mike Workman,DEM,10010,0,2,52,54,
Adair,Commissioner of Labor,Mark Costello,REP,10010,0,4,34,38,
Adair,U.S. Senate,Matt Silverstein,DEM,10010,0,0,30,30,
Adair,U.S. Senate,Jim Inhofe,REP,10010,0,6,56,62,
Adair,U.S. Senate,Aaron Delozier,IND,10010,0,0,1,1,
Adair,U.S. Senate,Ray Woods,IND,10010,0,0,0,0,
Adair,U.S. Senate,Joan Farr,IND,10010,0,0,2,2,
Adair,U.S. Senate,Connie Johnson,DEM,10010,0,1,31,32,
Adair,U.S. Senate,James Lankford,REP,10010,0,4,52,56,
Adair,U.S. Senate,Mark Beard,IND,10010,0,1,6,7,
Adair,U.S. House,Earl Everett,DEM,10010,0,0,15,15,02
Adair,U.S. House,Markwayne Mullin,REP,10010,0,6,67,73,02
Adair,U.S. House,Jon Douthitt,IND,10010,0,0,7,7,02
Adair,State House,Will Fourkiller,DEM,10010,0,5,70,75,86
Adair,State House,Tonya Teaney,REP,10010,0,1,20,21,86
Adair,Governor,Joe Dorman,DEM,10011,0,1,36,37,
Adair,Governor,Mary Fallin,REP,10011,3,2,28,33,
Adair,Governor,Kimberly Willis,IND,10011,0,0,3,3,
Adair,Governor,Richard Prawdzienski,IND,10011,0,0,1,1,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10011,0,0,16,16,
Adair,Lieutenant Governor,Todd Lamb,REP,10011,3,3,50,56,
Adair,Superintendent of Public Instruction,John Cox,DEM,10011,1,1,51,53,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10011,2,2,18,22,
Adair,Commissioner of Labor,Mike Workman,DEM,10011,0,0,33,33,
Adair,Commissioner of Labor,Mark Costello,REP,10011,3,3,30,36,
Adair,U.S. Senate,Matt Silverstein,DEM,10011,0,0,17,17,
Adair,U.S. Senate,Jim Inhofe,REP,10011,3,3,47,53,
Adair,U.S. Senate,Aaron Delozier,IND,10011,0,0,2,2,
Adair,U.S. Senate,Ray Woods,IND,10011,0,0,1,1,
Adair,U.S. Senate,Joan Farr,IND,10011,0,0,2,2,
Adair,U.S. Senate,Connie Johnson,DEM,10011,0,1,18,19,
Adair,U.S. Senate,James Lankford,REP,10011,3,2,46,51,
Adair,U.S. Senate,Mark Beard,IND,10011,0,0,4,4,
Adair,U.S. House,Earl Everett,DEM,10011,0,0,10,10,02
Adair,U.S. House,Markwayne Mullin,REP,10011,3,3,54,60,02
Adair,U.S. House,Jon Douthitt,IND,10011,0,0,4,4,02
Adair,State House,Will Fourkiller,DEM,10011,1,1,48,50,86
Adair,State House,Tonya Teaney,REP,10011,2,2,21,25,86
Adair,Governor,Joe Dorman,DEM,10012,1,8,78,87,
Adair,Governor,Mary Fallin,REP,10012,4,5,140,149,
Adair,Governor,Kimberly Willis,IND,10012,0,0,5,5,
Adair,Governor,Richard Prawdzienski,IND,10012,0,0,3,3,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10012,1,7,55,63,
Adair,Lieutenant Governor,Todd Lamb,REP,10012,4,6,170,180,
Adair,Superintendent of Public Instruction,John Cox,DEM,10012,4,8,134,146,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10012,1,5,92,98,
Adair,Commissioner of Labor,Mike Workman,DEM,10012,1,9,105,115,
Adair,Commissioner of Labor,Mark Costello,REP,10012,4,4,112,120,
Adair,U.S. Senate,Matt Silverstein,DEM,10012,1,7,49,57,
Adair,U.S. Senate,Jim Inhofe,REP,10012,4,6,170,180,
Adair,U.S. Senate,Aaron Delozier,IND,10012,0,0,1,1,
Adair,U.S. Senate,Ray Woods,IND,10012,0,0,1,1,
Adair,U.S. Senate,Joan Farr,IND,10012,0,0,2,2,
Adair,U.S. Senate,Connie Johnson,DEM,10012,0,7,57,64,
Adair,U.S. Senate,James Lankford,REP,10012,5,6,157,168,
Adair,U.S. Senate,Mark Beard,IND,10012,0,0,10,10,
Adair,U.S. House,Earl Everett,DEM,10012,0,5,41,46,02
Adair,U.S. House,Markwayne Mullin,REP,10012,5,8,175,188,02
Adair,U.S. House,Jon Douthitt,IND,10012,0,0,7,7,02
Adair,State House,Will Fourkiller,DEM,10012,5,8,155,168,86
Adair,State House,Tonya Teaney,REP,10012,0,5,69,74,86
Adair,Governor,Joe Dorman,DEM,10013,1,8,77,86,
Adair,Governor,Mary Fallin,REP,10013,5,11,99,115,
Adair,Governor,Kimberly Willis,IND,10013,0,0,5,5,
Adair,Governor,Richard Prawdzienski,IND,10013,0,0,2,2,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10013,0,5,57,62,
Adair,Lieutenant Governor,Todd Lamb,REP,10013,5,14,125,144,
Adair,Superintendent of Public Instruction,John Cox,DEM,10013,4,9,125,138,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10013,2,10,58,70,
Adair,Commissioner of Labor,Mike Workman,DEM,10013,2,7,97,106,
Adair,Commissioner of Labor,Mark Costello,REP,10013,3,12,80,95,
Adair,U.S. Senate,Matt Silverstein,DEM,10013,0,4,47,51,
Adair,U.S. Senate,Jim Inhofe,REP,10013,6,14,131,151,
Adair,U.S. Senate,Aaron Delozier,IND,10013,0,0,2,2,
Adair,U.S. Senate,Ray Woods,IND,10013,0,0,2,2,
Adair,U.S. Senate,Joan Farr,IND,10013,0,1,1,2,
Adair,U.S. Senate,Connie Johnson,DEM,10013,0,7,55,62,
Adair,U.S. Senate,James Lankford,REP,10013,5,11,114,130,
Adair,U.S. Senate,Mark Beard,IND,10013,0,1,9,10,
Adair,U.S. House,Earl Everett,DEM,10013,0,3,28,31,02
Adair,U.S. House,Markwayne Mullin,REP,10013,6,16,146,168,02
Adair,U.S. House,Jon Douthitt,IND,10013,0,0,8,8,02
Adair,State House,Will Fourkiller,DEM,10013,6,14,142,162,86
Adair,State House,Tonya Teaney,REP,10013,0,5,41,46,86
Adair,Governor,Joe Dorman,DEM,10014,4,12,136,152,
Adair,Governor,Mary Fallin,REP,10014,2,4,101,107,
Adair,Governor,Kimberly Willis,IND,10014,0,1,9,10,
Adair,Governor,Richard Prawdzienski,IND,10014,0,1,3,4,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10014,4,12,99,115,
Adair,Lieutenant Governor,Todd Lamb,REP,10014,2,6,150,158,
Adair,Superintendent of Public Instruction,John Cox,DEM,10014,5,17,176,198,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10014,1,1,75,77,
Adair,Commissioner of Labor,Mike Workman,DEM,10014,4,12,128,144,
Adair,Commissioner of Labor,Mark Costello,REP,10014,1,6,120,127,
Adair,U.S. Senate,Matt Silverstein,DEM,10014,4,12,76,92,
Adair,U.S. Senate,Jim Inhofe,REP,10014,2,5,167,174,
Adair,U.S. Senate,Aaron Delozier,IND,10014,0,0,3,3,
Adair,U.S. Senate,Ray Woods,IND,10014,0,0,2,2,
Adair,U.S. Senate,Joan Farr,IND,10014,0,1,4,5,
Adair,U.S. Senate,Connie Johnson,DEM,10014,3,10,94,107,
Adair,U.S. Senate,James Lankford,REP,10014,2,7,148,157,
Adair,U.S. Senate,Mark Beard,IND,10014,1,1,8,10,
Adair,U.S. House,Earl Everett,DEM,10014,3,4,49,56,02
Adair,U.S. House,Markwayne Mullin,REP,10014,3,14,194,211,02
Adair,U.S. House,Jon Douthitt,IND,10014,0,0,7,7,02
Adair,State House,Will Fourkiller,DEM,10014,5,16,199,220,86
Adair,State House,Tonya Teaney,REP,10014,1,2,53,56,86
Adair,Governor,Joe Dorman,DEM,10016,0,0,58,58,
Adair,Governor,Mary Fallin,REP,10016,2,1,171,174,
Adair,Governor,Kimberly Willis,IND,10016,0,0,3,3,
Adair,Governor,Richard Prawdzienski,IND,10016,0,0,0,0,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10016,0,0,49,49,
Adair,Lieutenant Governor,Todd Lamb,REP,10016,2,1,181,184,
Adair,Superintendent of Public Instruction,John Cox,DEM,10016,0,0,92,92,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10016,2,1,139,142,
Adair,Commissioner of Labor,Mike Workman,DEM,10016,0,0,69,69,
Adair,Commissioner of Labor,Mark Costello,REP,10016,2,1,157,160,
Adair,U.S. Senate,Matt Silverstein,DEM,10016,0,0,47,47,
Adair,U.S. Senate,Jim Inhofe,REP,10016,2,1,181,184,
Adair,U.S. Senate,Aaron Delozier,IND,10016,0,0,0,0,
Adair,U.S. Senate,Ray Woods,IND,10016,0,0,1,1,
Adair,U.S. Senate,Joan Farr,IND,10016,0,0,2,2,
Adair,U.S. Senate,Connie Johnson,DEM,10016,0,0,45,45,
Adair,U.S. Senate,James Lankford,REP,10016,2,1,181,184,
Adair,U.S. Senate,Mark Beard,IND,10016,0,0,4,4,
Adair,U.S. House,Earl Everett,DEM,10016,0,0,29,29,02
Adair,U.S. House,Markwayne Mullin,REP,10016,2,1,191,194,02
Adair,U.S. House,Jon Douthitt,IND,10016,0,0,12,12,02
Adair,State House,Will Fourkiller,DEM,10016,1,0,100,101,86
Adair,State House,Tonya Teaney,REP,10016,1,1,129,131,86
Adair,Governor,Joe Dorman,DEM,10017,1,0,124,125,
Adair,Governor,Mary Fallin,REP,10017,4,8,203,215,
Adair,Governor,Kimberly Willis,IND,10017,0,0,11,11,
Adair,Governor,Richard Prawdzienski,IND,10017,0,0,5,5,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10017,0,0,96,96,
Adair,Lieutenant Governor,Todd Lamb,REP,10017,5,8,244,257,
Adair,Superintendent of Public Instruction,John Cox,DEM,10017,3,0,173,176,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10017,2,8,166,176,
Adair,Commissioner of Labor,Mike Workman,DEM,10017,1,0,172,173,
Adair,Commissioner of Labor,Mark Costello,REP,10017,4,8,164,176,
Adair,U.S. Senate,Matt Silverstein,DEM,10017,2,0,84,86,
Adair,U.S. Senate,Jim Inhofe,REP,10017,3,8,242,253,
Adair,U.S. Senate,Aaron Delozier,IND,10017,0,0,3,3,
Adair,U.S. Senate,Ray Woods,IND,10017,0,0,6,6,
Adair,U.S. Senate,Joan Farr,IND,10017,0,0,7,7,
Adair,U.S. Senate,Connie Johnson,DEM,10017,0,0,96,96,
Adair,U.S. Senate,James Lankford,REP,10017,3,7,221,231,
Adair,U.S. Senate,Mark Beard,IND,10017,2,1,23,26,
Adair,U.S. House,Earl Everett,DEM,10017,0,0,63,63,02
Adair,U.S. House,Markwayne Mullin,REP,10017,5,8,259,272,02
Adair,U.S. House,Jon Douthitt,IND,10017,0,0,21,21,02
Adair,State House,Will Fourkiller,DEM,10017,3,1,204,208,86
Adair,State House,Tonya Teaney,REP,10017,2,7,135,144,86
Adair,Governor,Joe Dorman,DEM,10018,3,8,150,161,
Adair,Governor,Mary Fallin,REP,10018,0,1,224,225,
Adair,Governor,Kimberly Willis,IND,10018,0,0,10,10,
Adair,Governor,Richard Prawdzienski,IND,10018,0,0,7,7,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10018,3,7,122,132,
Adair,Lieutenant Governor,Todd Lamb,REP,10018,0,2,265,267,
Adair,Superintendent of Public Instruction,John Cox,DEM,10018,3,7,251,261,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10018,0,2,142,144,
Adair,Commissioner of Labor,Mike Workman,DEM,10018,3,6,193,202,
Adair,Commissioner of Labor,Mark Costello,REP,10018,0,2,189,191,
Adair,U.S. Senate,Matt Silverstein,DEM,10018,3,6,103,112,
Adair,U.S. Senate,Jim Inhofe,REP,10018,0,3,269,272,
Adair,U.S. Senate,Aaron Delozier,IND,10018,0,0,4,4,
Adair,U.S. Senate,Ray Woods,IND,10018,0,0,5,5,
Adair,U.S. Senate,Joan Farr,IND,10018,0,0,11,11,
Adair,U.S. Senate,Connie Johnson,DEM,10018,3,6,109,118,
Adair,U.S. Senate,James Lankford,REP,10018,0,3,259,262,
Adair,U.S. Senate,Mark Beard,IND,10018,0,0,18,18,
Adair,U.S. House,Earl Everett,DEM,10018,2,2,55,59,02
Adair,U.S. House,Markwayne Mullin,REP,10018,1,7,320,328,02
Adair,U.S. House,Jon Douthitt,IND,10018,0,0,23,23,02
Adair,State House,Will Fourkiller,DEM,10018,3,9,310,322,86
Adair,State House,Tonya Teaney,REP,10018,0,0,86,86,86
Adair,Governor,Joe Dorman,DEM,10019,1,6,202,209,
Adair,Governor,Mary Fallin,REP,10019,1,3,312,316,
Adair,Governor,Kimberly Willis,IND,10019,0,0,27,27,
Adair,Governor,Richard Prawdzienski,IND,10019,0,0,11,11,
Adair,Lieutenant Governor,Cathy Cummings,DEM,10019,1,1,139,141,
Adair,Lieutenant Governor,Todd Lamb,REP,10019,1,8,406,415,
Adair,Superintendent of Public Instruction,John Cox,DEM,10019,1,5,321,327,
Adair,Superintendent of Public Instruction,Joy Hofmeister,REP,10019,1,4,225,230,
Adair,Commissioner of Labor,Mike Workman,DEM,10019,1,4,255,260,
Adair,Commissioner of Labor,Mark Costello,REP,10019,1,5,281,287,
Adair,U.S. Senate,Matt Silverstein,DEM,10019,0,1,116,117,
Adair,U.S. Senate,Jim Inhofe,REP,10019,2,8,406,416,
Adair,U.S. Senate,Aaron Delozier,IND,10019,0,0,6,6,
Adair,U.S. Senate,Ray Woods,IND,10019,0,0,15,15,
Adair,U.S. Senate,Joan Farr,IND,10019,0,0,6,6,
Adair,U.S. Senate,Connie Johnson,DEM,10019,0,1,130,131,
Adair,U.S. Senate,James Lankford,REP,10019,2,8,381,391,
Adair,U.S. Senate,Mark Beard,IND,10019,0,0,31,31,
Adair,U.S. House,Earl Everett,DEM,10019,0,0,66,66,02
Adair,U.S. House,Markwayne Mullin,REP,10019,2,9,455,466,02
Adair,U.S. House,Jon Douthitt,IND,10019,0,0,30,30,02
Adair,State House,Will Fourkiller,DEM,10019,2,9,390,401,86
Adair,State House,Tonya Teaney,REP,10019,0,0,154,154,86
Alfalfa,Governor,Joe Dorman,DEM,20110,2,3,47,52,
Alfalfa,Governor,Mary Fallin,REP,20110,1,8,83,92,
Alfalfa,Governor,Kimberly Willis,IND,20110,0,0,2,2,
Alfalfa,Governor,Richard Prawdzienski,IND,20110,0,0,1,1,
Alfalfa,Lieutenant Governor,Cathy Cummings,DEM,20110,2,0,12,14,
