county,office,candidate,party,absentee,early_votes,election_day,votes,district
Alfalfa,Lieutenant Governor,Ivan Holmes,IND,3,4,54,61,
Alfalfa,State Auditor,John Yeutter,LIB,9,7,170,186,
Alfalfa,State Auditor,Cindy Byrd,REP,45,131,1387,1563,
Alfalfa,Attorney General,Mike Hunter,REP,44,116,1329,1489,
Alfalfa,Attorney General,Mark Myles,DEM,15,28,255,298,
Alfalfa,State Treasurer,Randy Mcdaniel,REP,46,128,1389,1563,
Alfalfa,State Treasurer,Charles De Coune,IND,10,12,166,188,
Alfalfa,Superintendent of Public Instruction,Joy Hofmeister,REP,42,110,1211,1363,
Alfalfa,Superintendent of Public Instruction,John Cox,DEM,12,26,251,289,
Alfalfa,Superintendent of Public Instruction,Larry Huff,IND,6,5,126,137,
Alfalfa,Commissioner of Labor,Leslie Osborn,REP,45,122,1278,1445,
Alfalfa,Commissioner of Labor,Fred Dorrell,DEM,11,20,217,248,
Alfalfa,Commissioner of Labor,Brandt Dismukes,IND,3,3,74,80,
Alfalfa,Insurance Commissioner,Glen Mulready,REP,45,125,1315,1485,
Alfalfa,Insurance Commissioner,Kimberly Fobbs,DEM,13,18,254,285,
Alfalfa,Corporation Commissioner,Bob Anthony,REP,40,122,1254,1416,
Alfalfa,Corporation Commissioner,Ashley Nicole Mccray,DEM,15,17,240,272,
Alfalfa,Corporation Commissioner,Jackie Short,IND,5,5,86,96,
Alfalfa,U.S. House,Frank Lucas,REP,45,125,1377,1547,3
Alfalfa,U.S. House,Frankie Robbins,DEM,15,20,213,248,3
Atoka,Governor,Chris Powell,LIB,4,18,73,95,
Atoka,Governor,Kevin Stitt,REP,62,486,2241,2789,
Atoka,Governor,Drew Edmondson,DEM,40,226,889,1155,
Atoka,Lieutenant Governor,Matt Pinnell,REP,64,508,2358,2930,
Atoka,Lieutenant Governor,Anastasia Pittman,DEM,37,196,693,926,
Atoka,Lieutenant Governor,Ivan Holmes,IND,3,15,103,121,
Atoka,State Auditor,John Yeutter,LIB,13,91,399,503,
Atoka,State Auditor,Cindy Byrd,REP,75,575,2614,3264,
Atoka,Attorney General,Mike Hunter,REP,64,502,2392,2958,
Atoka,Attorney General,Mark Myles,DEM,36,208,738,982,
Atoka,State Treasurer,Randy Mcdaniel,REP,72,565,2607,3244,
Atoka,State Treasurer,Charles De Coune,IND,20,93,419,532,
Atoka,Superintendent of Public Instruction,Joy Hofmeister,REP,62,432,2101,2595,
Atoka,Superintendent of Public Instruction,John Cox,DEM,37,232,834,1103,
Atoka,Superintendent of Public Instruction,Larry Huff,IND,1,45,234,280,
Atoka,Commissioner of Labor,Leslie Osborn,REP,65,486,2257,2808,
Atoka,Commissioner of Labor,Fred Dorrell,DEM,32,208,746,986,
Atoka,Commissioner of Labor,Brandt Dismukes,IND,1,22,124,147,
Atoka,Insurance Commissioner,Glen Mulready,REP,65,493,2302,2860,
Atoka,Insurance Commissioner,Kimberly Fobbs,DEM,34,211,805,1050,
Atoka,Corporation Commissioner,Bob Anthony,REP,64,466,2231,2761,
Atoka,Corporation Commissioner,Ashley Nicole Mccray,DEM,34,210,743,987,
Atoka,Corporation Commissioner,Jackie Short,IND,1,33,154,188,
Atoka,U.S. House,Richard Castaldo,LIB,1,11,28,40,2
Atoka,U.S. House,Markwayne Mullin,REP,69,524,2474,3067,2
Atoka,U.S. House,Jason Nichols,DEM,32,179,607,818,2
Atoka,U.S. House,John Foreman,IND,1,13,70,84,2
Atoka,State Senate,David Bullard,REP,59,453,1764,2276,6
Atoka,State Senate,Arnold Bourne,DEM,29,202,694,925,6
Atoka,State House,Justin Humphrey,REP,18,173,928,1119,19
Atoka,State House,Lewis Collins,DEM,4,58,257,319,19
Atoka,State House,Charles Mccall,REP,59,392,1585,2036,22
Atoka,State House,Wayne Eidson,DEM,23,90,366,479,22
Atoka,State House,Renae Ward,IND,1,10,68,79,22
Beaver,Governor,Chris Powell,LIB,2,9,62,73,
Beaver,Governor,Kevin Stitt,REP,82,158,1214,1454,
Beaver,Governor,Drew Edmondson,DEM,12,42,218,272,
Beaver,Lieutenant Governor,Matt Pinnell,REP,84,175,1289,1548,
Beaver,Lieutenant Governor,Anastasia Pittman,DEM,10,30,146,186,
Beaver,Lieutenant Governor,Ivan Holmes,IND,1,4,46,51,
Beaver,State Auditor,John Yeutter,LIB,7,16,122,145,
Beaver,State Auditor,Cindy Byrd,REP,82,185,1327,1594,
Beaver,Attorney General,Mike Hunter,REP,81,177,1317,1575,
Beaver,Attorney General,Mark Myles,DEM,11,32,157,200,
Beaver,State Treasurer,Randy Mcdaniel,REP,87,182,1303,1572,
Beaver,State Treasurer,Charles De Coune,IND,4,19,140,163,
Beaver,Superintendent of Public Instruction,Joy Hofmeister,REP,73,157,1151,1381,
Beaver,Superintendent of Public Instruction,John Cox,DEM,16,40,208,264,
Beaver,Superintendent of Public Instruction,Larry Huff,IND,4,12,109,125,
Beaver,Commissioner of Labor,Leslie Osborn,REP,82,176,1265,1523,
Beaver,Commissioner of Labor,Fred Dorrell,DEM,10,28,141,179,
Beaver,Commissioner of Labor,Brandt Dismukes,IND,1,5,58,64,
Beaver,Insurance Commissioner,Glen Mulready,REP,79,176,1277,1532,
Beaver,Insurance Commissioner,Kimberly Fobbs,DEM,14,32,182,228,
Beaver,Corporation Commissioner,Bob Anthony,REP,79,171,1211,1461,
Beaver,Corporation Commissioner,Ashley Nicole Mccray,DEM,13,30,174,217,
Beaver,Corporation Commissioner,Jackie Short,IND,2,6,85,93,
Beaver,U.S. House,Frank Lucas,REP,87,179,1342,1608,3
Beaver,U.S. House,Frankie Robbins,DEM,9,31,147,187,3
Beaver,State House,Kenton Patzkowsky,REP,70,134,1020,1224,61
Beaver,State House,Ashley Lehnert,DEM,26,75,470,571,61
Beckham,Governor,Chris Powell,LIB,2,14,232,248,
Beckham,Governor,Kevin Stitt,REP,136,317,3608,4061,
Beckham,Governor,Drew Edmondson,DEM,62,111,1223,1396,
Beckham,Lieutenant Governor,Matt Pinnell,REP,149,333,3919,4401,
Beckham,Lieutenant Governor,Anastasia Pittman,DEM,41,102,943,1086,
Beckham,Lieutenant Governor,Ivan Holmes,IND,9,7,173,189,
Beckham,State Auditor,John Yeutter,LIB,23,48,728,799,
Beckham,State Auditor,Cindy Byrd,REP,167,372,4142,4681,
Beckham,Attorney General,Mike Hunter,REP,153,335,4001,4489,
Beckham,Attorney General,Mark Myles,DEM,46,104,1013,1163,
Beckham,State Treasurer,Randy Mcdaniel,REP,159,359,4147,4665,
Beckham,State Treasurer,Charles De Coune,IND,31,60,720,811,
Beckham,Superintendent of Public Instruction,Joy Hofmeister,REP,148,315,3695,4158,
Beckham,Superintendent of Public Instruction,John Cox,DEM,43,101,915,1059,
Beckham,Superintendent of Public Instruction,Larry Huff,IND,11,25,415,451,
Beckham,Commissioner of Labor,Leslie Osborn,REP,152,347,3843,4342,
Beckham,Commissioner of Labor,Fred Dorrell,DEM,42,83,937,1062,
Beckham,Commissioner of Labor,Brandt Dismukes,IND,5,11,203,219,
Beckham,Insurance Commissioner,Glen Mulready,REP,147,332,3866,4345,
Beckham,Insurance Commissioner,Kimberly Fobbs,DEM,54,106,1116,1276,
Beckham,Corporation Commissioner,Bob Anthony,REP,141,323,3670,4134,
Beckham,Corporation Commissioner,Ashley Nicole Mccray,DEM,47,93,1035,1175,
Beckham,Corporation Commissioner,Jackie Short,IND,14,23,316,353,
Beckham,U.S. House,Frank Lucas,REP,161,363,4196,4720,3
Beckham,U.S. House,Frankie Robbins,DEM,41,80,861,982,3
Beckham,State House,Todd Russ,REP,79,200,1854,2133,55
Beckham,State House,Dennis Dugger,DEM,52,170,1615,1837,55
Blaine,Governor,Chris Powell,LIB,4,11,108,123,
Blaine,Governor,Kevin Stitt,REP,71,133,1737,1941,
Blaine,Governor,Drew Edmondson,DEM,43,79,767,889,
Blaine,Lieutenant Governor,Matt Pinnell,REP,84,156,1889,2129,
Blaine,Lieutenant Governor,Anastasia Pittman,DEM,28,59,605,692,
Blaine,Lieutenant Governor,Ivan Holmes,IND,6,8,101,115,
Blaine,State Auditor,John Yeutter,LIB,16,32,435,483,
Blaine,State Auditor,Cindy Byrd,REP,93,176,2074,2343,
Blaine,Attorney General,Mike Hunter,REP,87,155,1944,2186,
Blaine,Attorney General,Mark Myles,DEM,30,63,640,733,
Blaine,State Treasurer,Randy Mcdaniel,REP,95,175,2052,2322,
Blaine,State Treasurer,Charles De Coune,IND,17,32,455,504,
Blaine,Superintendent of Public Instruction,Joy Hofmeister,REP,80,143,1743,1966,
Blaine,Superintendent of Public Instruction,John Cox,DEM,27,60,608,695,
Blaine,Superintendent of Public Instruction,Larry Huff,IND,8,20,242,270,
Blaine,Commissioner of Labor,Leslie Osborn,REP,93,155,1865,2113,
Blaine,Commissioner of Labor,Fred Dorrell,DEM,21,53,552,626,
Blaine,Commissioner of Labor,Brandt Dismukes,IND,4,13,147,164,
Blaine,Insurance Commissioner,Glen Mulready,REP,84,158,1848,2090,
Blaine,Insurance Commissioner,Kimberly Fobbs,DEM,32,63,702,797,
Blaine,Corporation Commissioner,Bob Anthony,REP,87,147,1756,1990,
Blaine,Corporation Commissioner,Ashley Nicole Mccray,DEM,26,64,663,753,
Blaine,Corporation Commissioner,Jackie Short,IND,4,12,156,172,
Blaine,U.S. House,Frank Lucas,REP,97,172,2041,2310,3
Blaine,U.S. House,Frankie Robbins,DEM,20,50,558,628,3
Bryan,Governor,Chris Powell,LIB,7,23,272,302,
Bryan,Governor,Kevin Stitt,REP,184,713,6404,7301,
Bryan,Governor,Drew Edmondson,DEM,156,342,3248,3746,
Bryan,Lieutenant Governor,Matt Pinnell,REP,192,762,6878,7832,
Bryan,Lieutenant Governor,Anastasia Pittman,DEM,142,291,2658,3091,
Bryan,Lieutenant Governor,Ivan Holmes,IND,9,16,310,335,
Bryan,State Auditor,John Yeutter,LIB,74,143,1593,1810,
Bryan,State Auditor,Cindy Byrd,REP,219,828,7589,8636,
Bryan,Attorney General,Mike Hunter,REP,207,788,7036,8031,
Bryan,Attorney General,Mark Myles,DEM,141,281,2776,3198,
Bryan,State Treasurer,Randy Mcdaniel,REP,203,815,7434,8452,
Bryan,State Treasurer,Charles De Coune,IND,88,160,1712,1960,
Bryan,Superintendent of Public Instruction,Joy Hofmeister,REP,187,752,6544,7483,
Bryan,Superintendent of Public Instruction,John Cox,DEM,145,282,2631,3058,
Bryan,Superintendent of Public Instruction,Larry Huff,IND,12,35,649,696,
Bryan,Commissioner of Labor,Leslie Osborn,REP,198,738,6672,7608,
Bryan,Commissioner of Labor,Fred Dorrell,DEM,137,283,2663,3083,
Bryan,Commissioner of Labor,Brandt Dismukes,IND,9,36,417,462,
Bryan,Insurance Commissioner,Glen Mulready,REP,192,759,6789,7740,
Bryan,Insurance Commissioner,Kimberly Fobbs,DEM,151,306,2976,3433,
Bryan,Corporation Commissioner,Bob Anthony,REP,199,742,6592,7533,
Bryan,Corporation Commissioner,Ashley Nicole Mccray,DEM,131,292,2712,3135,
Bryan,Corporation Commissioner,Jackie Short,IND,11,32,473,516,
Bryan,U.S. House,Richard Castaldo,LIB,5,14,195,214,2
Bryan,U.S. House,Markwayne Mullin,REP,188,764,6759,7711,2
Bryan,U.S. House,Jason Nichols,DEM,146,285,2672,3103,2
Bryan,U.S. House,John Foreman,IND,7,14,263,284,2
Bryan,State Senate,David Bullard,REP,185,711,6155,7051,6
Bryan,State Senate,Arnold Bourne,DEM,162,366,3734,4262,6
Bryan,State House,Justin Humphrey,REP,25,62,967,1054,19
Bryan,State House,Lewis Collins,DEM,8,26,370,404,19
Caddo,Governor,Chris Powell,LIB,6,19,247,272,
Caddo,Governor,Kevin Stitt,REP,125,212,3710,4047,
Caddo,Governor,Drew Edmondson,DEM,92,171,2780,3043,
Caddo,Lieutenant Governor,Matt Pinnell,REP,142,265,4208,4615,
Caddo,Lieutenant Governor,Anastasia Pittman,DEM,71,124,2251,2446,
Caddo,Lieutenant Governor,Ivan Holmes,IND,10,14,249,273,
Caddo,State Auditor,John Yeutter,LIB,36,84,1513,1633,
Caddo,State Auditor,Cindy Byrd,REP,168,295,4770,5233,
Caddo,Attorney General,Mike Hunter,REP,143,245,4318,4706,
Caddo,Attorney General,Mark Myles,DEM,80,155,2369,2604,
Caddo,State Treasurer,Randy Mcdaniel,REP,156,293,4713,5162,
Caddo,State Treasurer,Charles De Coune,IND,45,85,1554,1684,
Caddo,Superintendent of Public Instruction,Joy Hofmeister,REP,131,250,3840,4221,
Caddo,Superintendent of Public Instruction,John Cox,DEM,74,133,2320,2527,
Caddo,Superintendent of Public Instruction,Larry Huff,IND,17,20,531,568,
Caddo,Commissioner of Labor,Leslie Osborn,REP,152,262,4055,4469,
Caddo,Commissioner of Labor,Fred Dorrell,DEM,66,123,2310,2499,
Caddo,Commissioner of Labor,Brandt Dismukes,IND,4,12,274,290,
Caddo,Insurance Commissioner,Glen Mulready,REP,146,239,4068,4453,
Caddo,Insurance Commissioner,Kimberly Fobbs,DEM,72,160,2569,2801,
Caddo,Corporation Commissioner,Bob Anthony,REP,136,242,3978,4356,
Caddo,Corporation Commissioner,Ashley Nicole Mccray,DEM,75,146,2349,2570,
Caddo,Corporation Commissioner,Jackie Short,IND,14,13,355,382,
Caddo,U.S. House,Frank Lucas,REP,161,275,4585,5021,3
Caddo,U.S. House,Frankie Robbins,DEM,63,126,2119,2308,3
Caddo,State House,Charles Wells,REP,32,99,1023,1154,56
Caddo,State House,David Perryman,DEM,62,211,2342,2615,56
Caddo,State House,Toni Hasenbeck,REP,20,28,649,697,65
Caddo,State House,Brandon Thompson,DEM,18,34,782,834,65
Canadian,Governor,Chris Powell,LIB,115,68,1614,1797,
Canadian,Governor,Kevin Stitt,REP,1879,1411,24120,27410,
Canadian,Governor,Drew Edmondson,DEM,1369,996,14379,16744,
Canadian,Lieutenant Governor,Matt Pinnell,REP,2143,1622,27492,31257,
Canadian,Lieutenant Governor,Anastasia Pittman,DEM,1088,777,10717,12582,
Canadian,Lieutenant Governor,Ivan Holmes,IND,105,69,1625,1799,
Canadian,State Auditor,John Yeutter,LIB,665,539,7911,9115,
Canadian,State Auditor,Cindy Byrd,REP,2464,1760,29798,34022,
Canadian,Attorney General,Mike Hunter,REP,2173,1658,28315,32146,
Canadian,Attorney General,Mark Myles,DEM,1140,803,11328,13271,
Canadian,State Treasurer,Randy Mcdaniel,REP,2289,1712,28715,32716,
Canadian,State Treasurer,Charles De Coune,IND,844,591,8935,10370,
Canadian,Superintendent of Public Instruction,Joy Hofmeister,REP,2113,1586,26153,29852,
Canadian,Superintendent of Public Instruction,John Cox,DEM,981,702,9779,11462,
Canadian,Superintendent of Public Instruction,Larry Huff,IND,232,168,3765,4165,
Canadian,Commissioner of Labor,Leslie Osborn,REP,2243,1657,27864,31764,
Canadian,Commissioner of Labor,Fred Dorrell,DEM,920,711,9319,10950,
Canadian,Commissioner of Labor,Brandt Dismukes,IND,142,85,2176,2403,
Canadian,Insurance Commissioner,Glen Mulready,REP,2150,1590,27453,31193,
Canadian,Insurance Commissioner,Kimberly Fobbs,DEM,1140,845,11789,13774,
Canadian,Corporation Commissioner,Bob Anthony,REP,2054,1562,25942,29558,
Canadian,Corporation Commissioner,Ashley Nicole Mccray,DEM,1046,767,10722,12535,
Canadian,Corporation Commissioner,Jackie Short,IND,209,123,2773,3105,
Canadian,U.S. House,Frank Lucas,REP,1900,1482,23992,27374,3
Canadian,U.S. House,Frankie Robbins,DEM,911,724,9255,10890,3
Canadian,U.S. House,Tom Cole,REP,338,173,4620,5131,4
Canadian,U.S. House,Mary Brannon,DEM,159,74,1507,1740,4
Canadian,U.S. House,Ruby Peters,IND,19,10,289,318,4
Canadian,State Senate,Stephanie Bice,REP,988,534,11453,12975,22
Canadian,State Senate,William Andrews,DEM,420,275,4404,5099,22
Canadian,State House,Denise Crosswhite Hader,REP,405,175,4470,5050,41
Canadian,State House,Jennie Scott,DEM,238,102,2073,2413,41
Canadian,State House,Jay Steagall,REP,675,458,8505,9638,43
Canadian,State House,Chantelle Cory,DEM,389,277,3864,4530,43
Canadian,State House,Brian Hill,REP,653,361,7084,8098,47
Canadian,State House,Sarah Carnes,DEM,385,214,3745,4344,47
Carter,Governor,Chris Powell,LIB,8,41,420,469,
Carter,Governor,Kevin Stitt,REP,228,1087,7775,9090,
Carter,Governor,Drew Edmondson,DEM,184,650,3611,4445,
Carter,Lieutenant Governor,Matt Pinnell,REP,240,1178,8257,9675,
Carter,Lieutenant Governor,Anastasia Pittman,DEM,167,559,3117,3843,
Carter,Lieutenant Governor,Ivan Holmes,IND,13,28,366,407,
Carter,State Auditor,John Yeutter,LIB,97,307,2030,2434,
Carter,State Auditor,Cindy Byrd,REP,266,1295,8857,10418,
Carter,Attorney General,Mike Hunter,REP,248,1191,8455,9894,
Carter,Attorney General,Mark Myles,DEM,172,571,3238,3981,
Carter,State Treasurer,Randy Mcdaniel,REP,252,1255,8787,10294,
Carter,State Treasurer,Charles De Coune,IND,115,362,2066,2543,
Carter,Superintendent of Public Instruction,Joy Hofmeister,REP,221,1138,7834,9193,
Carter,Superintendent of Public Instruction,John Cox,DEM,170,547,3109,3826,
Carter,Superintendent of Public Instruction,Larry Huff,IND,27,82,762,871,
Carter,Commissioner of Labor,Leslie Osborn,REP,229,1151,8083,9463,
Carter,Commissioner of Labor,Fred Dorrell,DEM,161,553,3091,3805,
Carter,Commissioner of Labor,Brandt Dismukes,IND,24,46,462,532,
Carter,Insurance Commissioner,Glen Mulready,REP,240,1140,8100,9480,
Carter,Insurance Commissioner,Kimberly Fobbs,DEM,173,612,3520,4305,
Carter,Corporation Commissioner,Bob Anthony,REP,243,1133,7948,9324,
Carter,Corporation Commissioner,Ashley Nicole Mccray,DEM,159,554,3163,3876,
Carter,Corporation Commissioner,Jackie Short,IND,16,72,559,647,
Carter,U.S. House,Tom Cole,REP,253,1186,8479,9918,4
Carter,U.S. House,Mary Brannon,DEM,154,545,2909,3608,4
Carter,U.S. House,Ruby Peters,IND,14,36,367,417,4
Carter,State Senate,Frank Simpson,REP,247,1177,8224,9648,14
Carter,State Senate,Justin Arledge,DEM,172,595,3526,4293,14
Carter,State House,Tammy Townley,REP,170,774,5249,6193,48
Carter,State House,Cheryl Key,DEM,158,550,2915,3623,48
Carter,State House,Tommy Hardin,REP,63,302,2582,2947,49
Carter,State House,Miranda Shelton,DEM,26,143,1014,1183,49
Cherokee,Governor,Chris Powell,LIB,17,107,471,595,
Cherokee,Governor,Kevin Stitt,REP,266,1191,4879,6336,
Cherokee,Governor,Drew Edmondson,DEM,293,1639,5038,6970,
Cherokee,Lieutenant Governor,Matt Pinnell,REP,297,1385,5608,7290,
Cherokee,Lieutenant Governor,Anastasia Pittman,DEM,259,1405,4172,5836,
Cherokee,Lieutenant Governor,Ivan Holmes,IND,20,123,529,672,
Cherokee,State Auditor,John Yeutter,LIB,204,1258,3929,5391,
Cherokee,State Auditor,Cindy Byrd,REP,307,1435,5774,7516,
Cherokee,Attorney General,Mike Hunter,REP,313,1441,5893,7647,
Cherokee,Attorney General,Mark Myles,DEM,259,1455,4369,6083,
Cherokee,State Treasurer,Randy Mcdaniel,REP,318,1564,6123,8005,
Cherokee,State Treasurer,Charles De Coune,IND,189,1113,3488,4790,
Cherokee,Superintendent of Public Instruction,Joy Hofmeister,REP,276,1189,4659,6124,
Cherokee,Superintendent of Public Instruction,John Cox,DEM,265,1529,4831,6625,
Cherokee,Superintendent of Public Instruction,Larry Huff,IND,31,198,838,1067,
Cherokee,Commissioner of Labor,Leslie Osborn,REP,276,1321,5250,6847,
Cherokee,Commissioner of Labor,Fred Dorrell,DEM,256,1413,4331,6000,
Cherokee,Commissioner of Labor,Brandt Dismukes,IND,30,147,608,785,
Cherokee,Insurance Commissioner,Glen Mulready,REP,298,1351,5533,7182,
Cherokee,Insurance Commissioner,Kimberly Fobbs,DEM,267,1532,4641,6440,
Cherokee,Corporation Commissioner,Bob Anthony,REP,279,1318,5296,6893,
Cherokee,Corporation Commissioner,Ashley Nicole Mccray,DEM,261,1436,4260,5957,
Cherokee,Corporation Commissioner,Jackie Short,IND,27,140,666,833,
Cherokee,U.S. House,Richard Castaldo,LIB,10,57,241,308,2
Cherokee,U.S. House,Markwayne Mullin,REP,287,1294,5164,6745,2
Cherokee,U.S. House,Jason Nichols,DEM,263,1474,4555,6292,2
Cherokee,U.S. House,John Foreman,IND,14,101,397,512,2
Cherokee,State Senate,Kim David,REP,71,169,1218,1458,18
Cherokee,State Senate,Charles Arnall,DEM,46,209,1143,1398,18
Cherokee,State House,Chris Sneed,REP,52,71,789,912,14
Cherokee,State House,Jack Reavis,DEM,21,43,542,606,14
Cherokee,State House,David Hardin,REP,19,128,667,814,86
Cherokee,State House,Rhonda Cox,DEM,25,146,614,785,86
Choctaw,Governor,Chris Powell,LIB,7,7,101,115,
Choctaw,Governor,Kevin Stitt,REP,72,380,2182,2634,
Choctaw,Governor,Drew Edmondson,DEM,46,173,1067,1286,
Choctaw,Lieutenant Governor,Matt Pinnell,REP,73,412,2310,2795,
Choctaw,Lieutenant Governor,Anastasia Pittman,DEM,42,140,904,1086,
Choctaw,Lieutenant Governor,Ivan Holmes,IND,10,2,98,110,
Choctaw,State Auditor,John Yeutter,LIB,19,65,572,656,
Choctaw,State Auditor,Cindy Byrd,REP,92,445,2528,3065,
Choctaw,Attorney General,Mike Hunter,REP,79,413,2359,2851,
Choctaw,Attorney General,Mark Myles,DEM,46,140,950,1136,
Choctaw,State Treasurer,Randy Mcdaniel,REP,85,438,2497,3020,
Choctaw,State Treasurer,Charles De Coune,IND,26,77,606,709,
Choctaw,Superintendent of Public Instruction,Joy Hofmeister,REP,72,373,2069,2514,
Choctaw,Superintendent of Public Instruction,John Cox,DEM,38,158,987,1183,
Choctaw,Superintendent of Public Instruction,Larry Huff,IND,15,24,243,282,
Choctaw,Commissioner of Labor,Leslie Osborn,REP,73,405,2270,2748,
Choctaw,Commissioner of Labor,Fred Dorrell,DEM,43,137,894,1074,
Choctaw,Commissioner of Labor,Brandt Dismukes,IND,9,9,113,131,
Choctaw,Insurance Commissioner,Glen Mulready,REP,78,396,2285,2759,
Choctaw,Insurance Commissioner,Kimberly Fobbs,DEM,46,153,994,1193,
Choctaw,Corporation Commissioner,Bob Anthony,REP,74,399,2216,2689,
Choctaw,Corporation Commissioner,Ashley Nicole Mccray,DEM,44,136,908,1088,
Choctaw,Corporation Commissioner,Jackie Short,IND,6,15,155,176,
Choctaw,U.S. House,Richard Castaldo,LIB,2,8,51,61,2
Choctaw,U.S. House,Markwayne Mullin,REP,69,408,2350,2827,2
Choctaw,U.S. House,Jason Nichols,DEM,40,138,851,1029,2
Choctaw,U.S. House,John Foreman,IND,14,7,92,113,2
Choctaw,State House,Justin Humphrey,REP,66,336,2080,2482,19
Choctaw,State House,Lewis Collins,DEM,58,227,1258,1543,19
Cimarron,Governor,Chris Powell,LIB,1,1,17,19,
Cimarron,Governor,Kevin Stitt,REP,38,134,510,682,
Cimarron,Governor,Drew Edmondson,DEM,5,21,72,98,
Cimarron,Lieutenant Governor,Matt Pinnell,REP,42,138,515,695,
Cimarron,Lieutenant Governor,Anastasia Pittman,DEM,2,12,62,76,
Cimarron,Lieutenant Governor,Ivan Holmes,IND,0,5,19,24,
Cimarron,State Auditor,John Yeutter,LIB,1,12,55,68,
Cimarron,State Auditor,Cindy Byrd,REP,42,144,521,707,
Cimarron,Attorney General,Mike Hunter,REP,40,139,529,708,
Cimarron,Attorney General,Mark Myles,DEM,3,16,61,80,
Cimarron,State Treasurer,Randy Mcdaniel,REP,41,143,527,711,
Cimarron,State Treasurer,Charles De Coune,IND,1,12,43,56,
Cimarron,Superintendent of Public Instruction,Joy Hofmeister,REP,36,120,457,613,
Cimarron,Superintendent of Public Instruction,John Cox,DEM,3,23,93,119,
Cimarron,Superintendent of Public Instruction,Larry Huff,IND,3,12,44,59,
Cimarron,Commissioner of Labor,Leslie Osborn,REP,42,138,502,682,
Cimarron,Commissioner of Labor,Fred Dorrell,DEM,2,11,61,74,
Cimarron,Commissioner of Labor,Brandt Dismukes,IND,0,7,24,31,
Cimarron,Insurance Commissioner,Glen Mulready,REP,39,140,507,686,
Cimarron,Insurance Commissioner,Kimberly Fobbs,DEM,5,16,72,93,
Cimarron,Corporation Commissioner,Bob Anthony,REP,37,128,483,648,
Cimarron,Corporation Commissioner,Ashley Nicole Mccray,DEM,6,19,67,92,
Cimarron,Corporation Commissioner,Jackie Short,IND,1,8,36,45,
Cimarron,U.S. House,Frank Lucas,REP,42,145,543,730,3
Cimarron,U.S. House,Frankie Robbins,DEM,2,11,54,67,3
Cimarron,State House,Kenton Patzkowsky,REP,37,133,499,669,61
Cimarron,State House,Ashley Lehnert,DEM,7,23,95,125,61
Cleveland,Governor,Chris Powell,LIB,179,210,2842,3231,
Cleveland,Governor,Kevin Stitt,REP,3226,4514,34528,42268,
Cleveland,Governor,Drew Edmondson,DEM,4207,5846,36595,46648,
Cleveland,Lieutenant Governor,Matt Pinnell,REP,3705,5201,39949,48855,
Cleveland,Lieutenant Governor,Anastasia Pittman,DEM,3617,5039,30155,38811,
Cleveland,Lieutenant Governor,Ivan Holmes,IND,238,299,3291,3828,
Cleveland,State Auditor,John Yeutter,LIB,1916,2814,19849,24579,
