county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,total_votes,district
Adair,U.S. House,Markwayne Mullin,REP,10003,5,0,88,93,02
Adair,U.S. House,Joshua Harris-Till,DEM,10003,1,0,33,34,02
Adair,U.S. House,John Mccarthy,IND,10003,0,0,7,7,02
Adair,State Senate,Wayne Shaw,REP,10003,5,0,61,66,3
Adair,State Senate,Rhonda Cox,DEM,10003,1,0,65,66,3
Adair,State House,Rhonda Hopkins,REP,10003,3,0,49,52,86
Adair,State House,Shannon Grimes,LIB,10003,0,0,2,2,86
Adair,State House,Will Fourkiller,DEM,10003,3,0,75,78,86
Adair,President,Donald Trump,REP,10004,8,36,154,198,
Adair,President,Gary Johnson,LIB,10004,0,2,16,18,
Adair,President,Hillary Clinton,DEM,10004,3,14,54,71,
Adair,U.S. Senate,James Lankford,REP,10004,7,35,156,198,
Adair,U.S. Senate,Robert Murphy,LIB,10004,0,2,4,6,
Adair,U.S. Senate,Mike Workman,DEM,10004,3,13,58,74,
Adair,U.S. Senate,Mark Beard,IND,10004,1,1,3,5,
Adair,U.S. Senate,Sean Braddy,IND,10004,0,1,3,4,
Adair,U.S. House,Markwayne Mullin,REP,10004,7,42,168,217,02
Adair,U.S. House,Joshua Harris-Till,DEM,10004,3,9,41,53,02
Adair,U.S. House,John Mccarthy,IND,10004,1,1,16,18,02
Adair,State Senate,Wayne Shaw,REP,10004,8,26,119,153,3
Adair,State Senate,Rhonda Cox,DEM,10004,3,26,105,134,3
Adair,State House,Rhonda Hopkins,REP,10004,1,8,49,58,86
Adair,State House,Shannon Grimes,LIB,10004,2,1,4,7,86
Adair,State House,Will Fourkiller,DEM,10004,8,43,174,225,86
Adair,President,Donald Trump,REP,10005,8,12,155,175,
Adair,President,Gary Johnson,LIB,10005,0,1,12,13,
Adair,President,Hillary Clinton,DEM,10005,1,4,40,45,
Adair,U.S. Senate,James Lankford,REP,10005,8,14,166,188,
Adair,U.S. Senate,Robert Murphy,LIB,10005,0,0,2,2,
Adair,U.S. Senate,Mike Workman,DEM,10005,0,1,34,35,
Adair,U.S. Senate,Mark Beard,IND,10005,1,1,1,3,
Adair,U.S. Senate,Sean Braddy,IND,10005,1,0,1,2,
Adair,U.S. House,Markwayne Mullin,REP,10005,9,14,168,191,02
Adair,U.S. House,Joshua Harris-Till,DEM,10005,1,1,32,34,02
Adair,U.S. House,John Mccarthy,IND,10005,0,2,8,10,02
Adair,State Senate,Wayne Shaw,REP,10005,5,10,120,135,3
Adair,State Senate,Rhonda Cox,DEM,10005,5,4,81,90,3
Adair,State House,Rhonda Hopkins,REP,10005,2,5,49,56,86
Adair,State House,Shannon Grimes,LIB,10005,1,1,7,9,86
Adair,State House,Will Fourkiller,DEM,10005,6,10,152,168,86
Adair,President,Donald Trump,REP,10006,10,27,308,345,
Adair,President,Gary Johnson,LIB,10006,0,2,19,21,
Adair,President,Hillary Clinton,DEM,10006,0,17,75,92,
Adair,U.S. Senate,James Lankford,REP,10006,10,24,287,321,
Adair,U.S. Senate,Robert Murphy,LIB,10006,0,1,6,7,
Adair,U.S. Senate,Mike Workman,DEM,10006,0,19,90,109,
Adair,U.S. Senate,Mark Beard,IND,10006,0,1,12,13,
Adair,U.S. Senate,Sean Braddy,IND,10006,0,3,3,6,
Adair,U.S. House,Markwayne Mullin,REP,10006,10,27,332,369,02
Adair,U.S. House,Joshua Harris-Till,DEM,10006,0,18,55,73,02
Adair,U.S. House,John Mccarthy,IND,10006,0,3,13,16,02
Adair,State Senate,Wayne Shaw,REP,10006,9,23,198,230,3
Adair,State Senate,Rhonda Cox,DEM,10006,1,25,207,233,3
Adair,State House,Rhonda Hopkins,REP,10006,5,13,100,118,86
Adair,State House,Shannon Grimes,LIB,10006,0,2,3,5,86
Adair,State House,Will Fourkiller,DEM,10006,5,34,304,343,86
Adair,President,Donald Trump,REP,10007,18,49,295,362,
Adair,President,Gary Johnson,LIB,10007,1,0,15,16,
Adair,President,Hillary Clinton,DEM,10007,5,22,128,155,
Adair,U.S. Senate,James Lankford,REP,10007,19,48,291,358,
Adair,U.S. Senate,Robert Murphy,LIB,10007,0,0,3,3,
Adair,U.S. Senate,Mike Workman,DEM,10007,4,21,132,157,
Adair,U.S. Senate,Mark Beard,IND,10007,0,0,5,5,
Adair,U.S. Senate,Sean Braddy,IND,10007,0,0,8,8,
Adair,U.S. House,Markwayne Mullin,REP,10007,22,50,329,401,02
Adair,U.S. House,Joshua Harris-Till,DEM,10007,2,18,89,109,02
Adair,U.S. House,John Mccarthy,IND,10007,0,2,23,25,02
Adair,State Senate,Wayne Shaw,REP,10007,11,42,224,277,3
Adair,State Senate,Rhonda Cox,DEM,10007,12,29,216,257,3
Adair,State House,Rhonda Hopkins,REP,10007,5,21,88,114,86
Adair,State House,Shannon Grimes,LIB,10007,2,0,8,10,86
Adair,State House,Will Fourkiller,DEM,10007,16,49,343,408,86
Adair,President,Donald Trump,REP,10008,6,17,233,256,
Adair,President,Gary Johnson,LIB,10008,1,4,20,25,
Adair,President,Hillary Clinton,DEM,10008,2,15,71,88,
Adair,U.S. Senate,James Lankford,REP,10008,4,15,233,252,
Adair,U.S. Senate,Robert Murphy,LIB,10008,0,1,8,9,
Adair,U.S. Senate,Mike Workman,DEM,10008,4,17,70,91,
Adair,U.S. Senate,Mark Beard,IND,10008,0,1,8,9,
Adair,U.S. Senate,Sean Braddy,IND,10008,1,0,5,6,
Adair,U.S. House,Markwayne Mullin,REP,10008,6,25,259,290,02
Adair,U.S. House,Joshua Harris-Till,DEM,10008,3,10,58,71,02
Adair,U.S. House,John Mccarthy,IND,10008,0,1,12,13,02
Adair,State Senate,Wayne Shaw,REP,10008,2,16,165,183,3
Adair,State Senate,Rhonda Cox,DEM,10008,7,20,161,188,3
Adair,State House,Rhonda Hopkins,REP,10008,2,8,62,72,86
Adair,State House,Shannon Grimes,LIB,10008,0,1,10,11,86
Adair,State House,Will Fourkiller,DEM,10008,6,27,257,290,86
Adair,President,Donald Trump,REP,10010,3,4,67,74,
Adair,President,Gary Johnson,LIB,10010,0,2,7,9,
Adair,President,Hillary Clinton,DEM,10010,0,1,25,26,
Adair,U.S. Senate,James Lankford,REP,10010,3,5,62,70,
Adair,U.S. Senate,Robert Murphy,LIB,10010,0,0,2,2,
Adair,U.S. Senate,Mike Workman,DEM,10010,1,1,29,31,
Adair,U.S. Senate,Mark Beard,IND,10010,0,1,2,3,
Adair,U.S. Senate,Sean Braddy,IND,10010,0,1,4,5,
Adair,U.S. House,Markwayne Mullin,REP,10010,4,5,75,84,02
Adair,U.S. House,Joshua Harris-Till,DEM,10010,0,1,21,22,02
Adair,U.S. House,John Mccarthy,IND,10010,0,1,3,4,02
Adair,State Senate,Wayne Shaw,REP,10010,0,4,46,50,3
Adair,State Senate,Rhonda Cox,DEM,10010,4,3,54,61,3
Adair,State House,Rhonda Hopkins,REP,10010,0,3,21,24,86
Adair,State House,Shannon Grimes,LIB,10010,0,0,4,4,86
Adair,State House,Will Fourkiller,DEM,10010,4,4,75,83,86
Adair,President,Donald Trump,REP,10011,5,13,110,128,
Adair,President,Gary Johnson,LIB,10011,0,3,19,22,
Adair,President,Hillary Clinton,DEM,10011,1,6,34,41,
Adair,U.S. Senate,James Lankford,REP,10011,5,16,114,135,
Adair,U.S. Senate,Robert Murphy,LIB,10011,0,0,3,3,
Adair,U.S. Senate,Mike Workman,DEM,10011,2,6,38,46,
Adair,U.S. Senate,Mark Beard,IND,10011,0,0,3,3,
Adair,U.S. Senate,Sean Braddy,IND,10011,0,0,7,7,
Adair,U.S. House,Markwayne Mullin,REP,10011,5,17,129,151,02
Adair,U.S. House,Joshua Harris-Till,DEM,10011,2,4,19,25,02
Adair,U.S. House,John Mccarthy,IND,10011,0,1,16,17,02
Adair,State Senate,Wayne Shaw,REP,10011,5,13,105,123,3
Adair,State Senate,Rhonda Cox,DEM,10011,2,9,58,69,3
Adair,State House,Rhonda Hopkins,REP,10011,3,10,42,55,86
Adair,State House,Shannon Grimes,LIB,10011,0,1,11,12,86
Adair,State House,Will Fourkiller,DEM,10011,4,11,113,128,86
Adair,President,Donald Trump,REP,10012,9,28,283,320,
Adair,President,Gary Johnson,LIB,10012,1,1,8,10,
Adair,President,Hillary Clinton,DEM,10012,6,6,50,62,
Adair,U.S. Senate,James Lankford,REP,10012,9,28,253,290,
Adair,U.S. Senate,Robert Murphy,LIB,10012,0,1,6,7,
Adair,U.S. Senate,Mike Workman,DEM,10012,6,6,73,85,
Adair,U.S. Senate,Mark Beard,IND,10012,0,0,4,4,
Adair,U.S. Senate,Sean Braddy,IND,10012,0,0,3,3,
Adair,U.S. House,Markwayne Mullin,REP,10012,10,27,282,319,02
Adair,U.S. House,Joshua Harris-Till,DEM,10012,5,5,51,61,02
Adair,U.S. House,John Mccarthy,IND,10012,0,2,14,16,02
Adair,State Senate,Wayne Shaw,REP,10012,7,25,209,241,3
Adair,State Senate,Rhonda Cox,DEM,10012,8,10,132,150,3
Adair,State House,Rhonda Hopkins,REP,10012,3,12,103,118,86
Adair,State House,Shannon Grimes,LIB,10012,1,3,10,14,86
Adair,State House,Will Fourkiller,DEM,10012,11,20,231,262,86
Adair,President,Donald Trump,REP,10013,6,22,183,211,
Adair,President,Gary Johnson,LIB,10013,0,0,15,15,
Adair,President,Hillary Clinton,DEM,10013,2,8,72,82,
Adair,U.S. Senate,James Lankford,REP,10013,7,22,189,218,
Adair,U.S. Senate,Robert Murphy,LIB,10013,0,0,3,3,
Adair,U.S. Senate,Mike Workman,DEM,10013,1,7,73,81,
Adair,U.S. Senate,Mark Beard,IND,10013,0,1,4,5,
Adair,U.S. Senate,Sean Braddy,IND,10013,0,0,2,2,
Adair,U.S. House,Markwayne Mullin,REP,10013,7,24,204,235,02
Adair,U.S. House,Joshua Harris-Till,DEM,10013,1,7,58,66,02
Adair,U.S. House,John Mccarthy,IND,10013,0,0,8,8,02
Adair,State Senate,Wayne Shaw,REP,10013,4,15,128,147,3
Adair,State Senate,Rhonda Cox,DEM,10013,4,16,139,159,3
Adair,State House,Rhonda Hopkins,REP,10013,1,4,58,63,86
Adair,State House,Shannon Grimes,LIB,10013,0,1,4,5,86
Adair,State House,Will Fourkiller,DEM,10013,7,26,208,241,86
Adair,President,Donald Trump,REP,10014,8,48,300,356,
Adair,President,Gary Johnson,LIB,10014,4,5,42,51,
Adair,President,Hillary Clinton,DEM,10014,3,17,113,133,
Adair,U.S. Senate,James Lankford,REP,10014,7,44,288,339,
Adair,U.S. Senate,Robert Murphy,LIB,10014,2,1,8,11,
Adair,U.S. Senate,Mike Workman,DEM,10014,4,22,143,169,
Adair,U.S. Senate,Mark Beard,IND,10014,0,1,7,8,
Adair,U.S. Senate,Sean Braddy,IND,10014,1,1,6,8,
Adair,U.S. House,Markwayne Mullin,REP,10014,10,55,347,412,02
Adair,U.S. House,Joshua Harris-Till,DEM,10014,2,11,92,105,02
Adair,U.S. House,John Mccarthy,IND,10014,1,4,17,22,02
Adair,State Senate,Wayne Shaw,REP,10014,6,35,212,253,3
Adair,State Senate,Rhonda Cox,DEM,10014,7,35,241,283,3
Adair,State House,Rhonda Hopkins,REP,10014,2,16,102,120,86
Adair,State House,Shannon Grimes,LIB,10014,3,2,6,11,86
Adair,State House,Will Fourkiller,DEM,10014,10,52,349,411,86
Adair,President,Donald Trump,REP,10016,13,9,262,284,
Adair,President,Gary Johnson,LIB,10016,2,2,24,28,
Adair,President,Hillary Clinton,DEM,10016,5,1,45,51,
Adair,U.S. Senate,James Lankford,REP,10016,14,8,269,291,
Adair,U.S. Senate,Robert Murphy,LIB,10016,1,2,13,16,
Adair,U.S. Senate,Mike Workman,DEM,10016,5,2,42,49,
Adair,U.S. Senate,Mark Beard,IND,10016,0,0,6,6,
Adair,U.S. Senate,Sean Braddy,IND,10016,0,0,3,3,
Adair,U.S. House,Markwayne Mullin,REP,10016,15,9,281,305,02
Adair,U.S. House,Joshua Harris-Till,DEM,10016,4,1,41,46,02
Adair,U.S. House,John Mccarthy,IND,10016,1,2,11,14,02
Adair,State Senate,Wayne Shaw,REP,10016,11,9,250,270,3
Adair,State Senate,Rhonda Cox,DEM,10016,9,3,80,92,3
Adair,State House,Rhonda Hopkins,REP,10016,8,8,177,193,86
Adair,State House,Shannon Grimes,LIB,10016,1,3,21,25,86
Adair,State House,Will Fourkiller,DEM,10016,11,1,130,142,86
Adair,President,Donald Trump,REP,10017,18,15,453,486,
Adair,President,Gary Johnson,LIB,10017,0,2,14,16,
Adair,President,Hillary Clinton,DEM,10017,23,6,96,125,
Adair,U.S. Senate,James Lankford,REP,10017,15,14,412,441,
Adair,U.S. Senate,Robert Murphy,LIB,10017,0,2,7,9,
Adair,U.S. Senate,Mike Workman,DEM,10017,15,8,114,137,
Adair,U.S. Senate,Mark Beard,IND,10017,0,0,9,9,
Adair,U.S. Senate,Sean Braddy,IND,10017,3,0,13,16,
Adair,U.S. House,Markwayne Mullin,REP,10017,12,17,450,479,02
Adair,U.S. House,Joshua Harris-Till,DEM,10017,26,4,94,124,02
Adair,U.S. House,John Mccarthy,IND,10017,2,2,22,26,02
Adair,State Senate,Wayne Shaw,REP,10017,14,16,354,384,3
Adair,State Senate,Rhonda Cox,DEM,10017,26,8,207,241,3
Adair,State House,Rhonda Hopkins,REP,10017,8,12,237,257,86
Adair,State House,Shannon Grimes,LIB,10017,1,2,24,27,86
Adair,State House,Will Fourkiller,DEM,10017,30,10,302,342,86
Adair,President,Donald Trump,REP,10018,16,17,399,432,
Adair,President,Gary Johnson,LIB,10018,7,1,17,25,
Adair,President,Hillary Clinton,DEM,10018,5,14,108,127,
Adair,U.S. Senate,James Lankford,REP,10018,14,16,355,385,
Adair,U.S. Senate,Robert Murphy,LIB,10018,4,1,11,16,
Adair,U.S. Senate,Mike Workman,DEM,10018,9,14,128,151,
Adair,U.S. Senate,Mark Beard,IND,10018,0,0,9,9,
Adair,U.S. Senate,Sean Braddy,IND,10018,1,1,16,18,
Adair,U.S. House,Markwayne Mullin,REP,10018,18,17,413,448,02
Adair,U.S. House,Joshua Harris-Till,DEM,10018,8,14,92,114,02
Adair,U.S. House,John Mccarthy,IND,10018,2,2,20,24,02
Adair,State Senate,Wayne Shaw,REP,10018,11,12,252,275,3
Adair,State Senate,Rhonda Cox,DEM,10018,17,20,268,305,3
Adair,State House,Rhonda Hopkins,REP,10018,4,11,153,168,86
Adair,State House,Shannon Grimes,LIB,10018,3,2,20,25,86
Adair,State House,Will Fourkiller,DEM,10018,19,19,349,387,86
Adair,President,Donald Trump,REP,10019,8,32,548,588,
Adair,President,Gary Johnson,LIB,10019,3,2,30,35,
Adair,President,Hillary Clinton,DEM,10019,10,4,98,112,
Adair,U.S. Senate,James Lankford,REP,10019,7,28,498,533,
Adair,U.S. Senate,Robert Murphy,LIB,10019,0,2,8,10,
Adair,U.S. Senate,Mike Workman,DEM,10019,11,5,140,156,
Adair,U.S. Senate,Mark Beard,IND,10019,2,1,13,16,
Adair,U.S. Senate,Sean Braddy,IND,10019,0,1,10,11,
Adair,U.S. House,Markwayne Mullin,REP,10019,11,28,549,588,02
Adair,U.S. House,Joshua Harris-Till,DEM,10019,9,6,94,109,02
Adair,U.S. House,John Mccarthy,IND,10019,1,4,31,36,02
Adair,State Senate,Wayne Shaw,REP,10019,8,21,372,401,3
Adair,State Senate,Rhonda Cox,DEM,10019,11,15,299,325,3
Adair,State House,Rhonda Hopkins,REP,10019,3,9,227,239,86
Adair,State House,Shannon Grimes,LIB,10019,0,3,28,31,86
Adair,State House,Will Fourkiller,DEM,10019,17,25,423,465,86
Alfalfa,President,Donald Trump,REP,20110,7,23,145,175,
Alfalfa,President,Gary Johnson,LIB,20110,0,0,4,4,
Alfalfa,President,Hillary Clinton,DEM,20110,0,0,15,15,
Alfalfa,U.S. Senate,James Lankford,REP,20110,7,23,150,180,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20110,0,0,1,1,
Alfalfa,U.S. Senate,Mike Workman,DEM,20110,0,0,13,13,
Alfalfa,U.S. Senate,Mark Beard,IND,20110,0,0,2,2,
Alfalfa,U.S. Senate,Sean Braddy,IND,20110,0,0,2,2,
Alfalfa,U.S. House,Frank Lucas,REP,20110,6,23,153,182,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20110,1,0,16,17,03
Alfalfa,State Senate,Roland Pederson,REP,20110,7,23,162,192,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20110,0,0,4,4,19
Alfalfa,State Senate,Whitney Hall,IND,20110,0,0,4,4,19
Alfalfa,President,Donald Trump,REP,20120,19,25,143,187,
Alfalfa,President,Gary Johnson,LIB,20120,2,1,4,7,
Alfalfa,President,Hillary Clinton,DEM,20120,0,1,14,15,
Alfalfa,U.S. Senate,James Lankford,REP,20120,20,24,145,189,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20120,0,0,4,4,
Alfalfa,U.S. Senate,Mike Workman,DEM,20120,0,3,7,10,
Alfalfa,U.S. Senate,Mark Beard,IND,20120,1,0,2,3,
Alfalfa,U.S. Senate,Sean Braddy,IND,20120,0,0,0,0,
Alfalfa,U.S. House,Frank Lucas,REP,20120,18,26,147,191,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20120,2,1,11,14,03
Alfalfa,State Senate,Roland Pederson,REP,20120,21,24,148,193,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20120,0,1,7,8,19
Alfalfa,State Senate,Whitney Hall,IND,20120,0,2,5,7,19
Alfalfa,President,Donald Trump,REP,20140,5,62,279,346,
Alfalfa,President,Gary Johnson,LIB,20140,1,2,17,20,
Alfalfa,President,Hillary Clinton,DEM,20140,2,6,23,31,
Alfalfa,U.S. Senate,James Lankford,REP,20140,5,62,272,339,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20140,1,0,7,8,
Alfalfa,U.S. Senate,Mike Workman,DEM,20140,2,6,28,36,
Alfalfa,U.S. Senate,Mark Beard,IND,20140,0,2,6,8,
Alfalfa,U.S. Senate,Sean Braddy,IND,20140,0,0,6,6,
Alfalfa,U.S. House,Frank Lucas,REP,20140,6,63,281,350,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20140,2,7,39,48,03
Alfalfa,State Senate,Roland Pederson,REP,20140,6,61,272,339,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20140,1,6,32,39,19
Alfalfa,State Senate,Whitney Hall,IND,20140,1,3,15,19,19
Alfalfa,President,Donald Trump,REP,20220,26,75,257,358,
Alfalfa,President,Gary Johnson,LIB,20220,1,0,29,30,
Alfalfa,President,Hillary Clinton,DEM,20220,6,14,43,63,
Alfalfa,U.S. Senate,James Lankford,REP,20220,28,79,285,392,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20220,0,0,6,6,
Alfalfa,U.S. Senate,Mike Workman,DEM,20220,4,10,25,39,
Alfalfa,U.S. Senate,Mark Beard,IND,20220,0,1,10,11,
Alfalfa,U.S. Senate,Sean Braddy,IND,20220,0,0,5,5,
Alfalfa,U.S. House,Frank Lucas,REP,20220,23,77,295,395,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20220,8,12,33,53,03
Alfalfa,State Senate,Roland Pederson,REP,20220,28,75,292,395,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20220,4,9,24,37,19
Alfalfa,State Senate,Whitney Hall,IND,20220,1,6,15,22,19
Alfalfa,President,Donald Trump,REP,20230,11,13,227,251,
Alfalfa,President,Gary Johnson,LIB,20230,2,1,13,16,
Alfalfa,President,Hillary Clinton,DEM,20230,3,0,26,29,
Alfalfa,U.S. Senate,James Lankford,REP,20230,13,13,223,249,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20230,0,0,9,9,
Alfalfa,U.S. Senate,Mike Workman,DEM,20230,2,1,24,27,
Alfalfa,U.S. Senate,Mark Beard,IND,20230,0,0,8,8,
Alfalfa,U.S. Senate,Sean Braddy,IND,20230,0,0,4,4,
Alfalfa,U.S. House,Frank Lucas,REP,20230,12,13,224,249,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20230,3,1,44,48,03
Alfalfa,State Senate,Roland Pederson,REP,20230,10,10,199,219,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20230,4,1,40,45,19
Alfalfa,State Senate,Whitney Hall,IND,20230,1,3,27,31,19
Alfalfa,President,Donald Trump,REP,20310,4,9,260,273,
Alfalfa,President,Gary Johnson,LIB,20310,1,1,14,16,
Alfalfa,President,Hillary Clinton,DEM,20310,2,1,33,36,
Alfalfa,U.S. Senate,James Lankford,REP,20310,6,12,273,291,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20310,0,0,7,7,
Alfalfa,U.S. Senate,Mike Workman,DEM,20310,1,0,18,19,
Alfalfa,U.S. Senate,Mark Beard,IND,20310,0,0,6,6,
Alfalfa,U.S. Senate,Sean Braddy,IND,20310,0,0,3,3,
Alfalfa,U.S. House,Frank Lucas,REP,20310,7,12,276,295,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20310,0,0,29,29,03
Alfalfa,State Senate,Roland Pederson,REP,20310,5,12,252,269,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20310,1,0,32,33,19
Alfalfa,State Senate,Whitney Hall,IND,20310,1,0,22,23,19
Alfalfa,President,Donald Trump,REP,20320,5,4,146,155,
Alfalfa,President,Gary Johnson,LIB,20320,1,3,7,11,
Alfalfa,President,Hillary Clinton,DEM,20320,1,0,16,17,
Alfalfa,U.S. Senate,James Lankford,REP,20320,6,7,142,155,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20320,0,0,3,3,
Alfalfa,U.S. Senate,Mike Workman,DEM,20320,1,0,15,16,
Alfalfa,U.S. Senate,Mark Beard,IND,20320,0,0,6,6,
Alfalfa,U.S. Senate,Sean Braddy,IND,20320,0,0,3,3,
Alfalfa,U.S. House,Frank Lucas,REP,20320,6,7,140,153,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20320,1,0,28,29,03
Alfalfa,State Senate,Roland Pederson,REP,20320,5,2,133,140,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20320,1,0,17,18,19
Alfalfa,State Senate,Whitney Hall,IND,20320,1,5,19,25,19
Alfalfa,President,Donald Trump,REP,20330,4,12,172,188,
Alfalfa,President,Gary Johnson,LIB,20330,0,0,5,5,
Alfalfa,President,Hillary Clinton,DEM,20330,0,1,9,10,
Alfalfa,U.S. Senate,James Lankford,REP,20330,4,11,172,187,
Alfalfa,U.S. Senate,Robert Murphy,LIB,20330,0,1,1,2,
Alfalfa,U.S. Senate,Mike Workman,DEM,20330,0,1,8,9,
Alfalfa,U.S. Senate,Mark Beard,IND,20330,0,0,2,2,
Alfalfa,U.S. Senate,Sean Braddy,IND,20330,0,0,2,2,
Alfalfa,U.S. House,Frank Lucas,REP,20330,4,11,168,183,03
Alfalfa,U.S. House,Frankie Robbins,DEM,20330,0,2,16,18,03
Alfalfa,State Senate,Roland Pederson,REP,20330,4,12,172,188,19
Alfalfa,State Senate,Rhonda Harlow,DEM,20330,0,1,8,9,19
Alfalfa,State Senate,Whitney Hall,IND,20330,0,0,6,6,19
Atoka,President,Donald Trump,REP,30001,17,130,302,449,
Atoka,President,Gary Johnson,LIB,30001,0,7,10,17,
Atoka,President,Hillary Clinton,DEM,30001,4,27,72,103,
Atoka,U.S. Senate,James Lankford,REP,30001,15,119,256,390,
Atoka,U.S. Senate,Robert Murphy,LIB,30001,0,4,9,13,
Atoka,U.S. Senate,Mike Workman,DEM,30001,5,33,97,135,
Atoka,U.S. Senate,Mark Beard,IND,30001,1,1,8,10,
Atoka,U.S. Senate,Sean Braddy,IND,30001,0,6,8,14,
Atoka,U.S. House,Markwayne Mullin,REP,30001,14,123,278,415,02
Atoka,U.S. House,Joshua Harris-Till,DEM,30001,5,31,83,119,02
Atoka,U.S. House,John Mccarthy,IND,30001,2,8,19,29,02
Atoka,President,Donald Trump,REP,30002,24,82,212,318,
Atoka,President,Gary Johnson,LIB,30002,0,2,5,7,
Atoka,President,Hillary Clinton,DEM,30002,11,21,37,69,
Atoka,U.S. Senate,James Lankford,REP,30002,22,77,194,293,
Atoka,U.S. Senate,Robert Murphy,LIB,30002,0,3,3,6,
Atoka,U.S. Senate,Mike Workman,DEM,30002,7,18,50,75,
Atoka,U.S. Senate,Mark Beard,IND,30002,2,2,1,5,
Atoka,U.S. Senate,Sean Braddy,IND,30002,4,3,1,8,
Atoka,U.S. House,Markwayne Mullin,REP,30002,25,80,200,305,02
Atoka,U.S. House,Joshua Harris-Till,DEM,30002,9,19,48,76,02
Atoka,U.S. House,John Mccarthy,IND,30002,1,4,2,7,02
Atoka,President,Donald Trump,REP,30003,5,68,151,224,
Atoka,President,Gary Johnson,LIB,30003,0,3,7,10,
Atoka,President,Hillary Clinton,DEM,30003,3,31,61,95,
Atoka,U.S. Senate,James Lankford,REP,30003,5,67,121,193,
Atoka,U.S. Senate,Robert Murphy,LIB,30003,0,0,3,3,
Atoka,U.S. Senate,Mike Workman,DEM,30003,3,33,75,111,
