county,office,district,party,candidate,absentee,early,election_day,votes
MCINTOSH,U.S. House,2,IND,JOHN McCARTHY,16,36,404,456
MCINTOSH,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,213,493,4799,5505
MCINTOSH,President,,LIB,GARY JOHNSON | BILL WELD,15,28,292,335
MCINTOSH,President,,DEM,HILLARY CLINTON | TIM KAINE,62,259,1802,2123
MCINTOSH,U.S. Senate,,REP,JAMES LANKFORD,211,493,4595,5299
MCINTOSH,U.S. Senate,,LIB,ROBERT T. MURPHY,7,11,130,148
MCINTOSH,U.S. Senate,,DEM,MIKE WORKMAN,59,246,1858,2163
MCINTOSH,U.S. Senate,,IND,MARK T. BEARD,5,11,119,135
MCINTOSH,U.S. Senate,,IND,SEAN BRADDY,6,15,138,159
MURRAY,U.S. House,4,REP,TOM COLE,177,585,3555,4317
MURRAY,U.S. House,4,LIB,SEVIER WHITE,3,20,148,171
MURRAY,U.S. House,4,DEM,CHRISTINA OWEN,51,161,801,1013
MURRAY,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,156,559,3460,4175
MURRAY,President,,LIB,GARY JOHNSON | BILL WELD,10,33,223,266
MURRAY,President,,DEM,HILLARY CLINTON | TIM KAINE,66,173,848,1087
MURRAY,U.S. Senate,,REP,JAMES LANKFORD,164,560,3438,4162
MURRAY,U.S. Senate,,LIB,ROBERT T. MURPHY,3,15,128,146
MURRAY,U.S. Senate,,DEM,MIKE WORKMAN,59,156,784,999
MURRAY,U.S. Senate,,IND,MARK T. BEARD,3,14,80,97
MURRAY,U.S. Senate,,IND,SEAN BRADDY,3,11,77,91
MUSKOGEE,State House,13,REP,AVERY CARL FRIX,184,539,4818,5541
MUSKOGEE,State House,13,DEM,WAYNE HERRIMAN,164,462,4107,4733
MUSKOGEE,State House,14,REP,GEORGE FAUGHT,267,811,6190,7268
MUSKOGEE,State House,14,DEM,LEE ANN LANGSTON,171,450,3399,4020
MUSKOGEE,State House,15,REP,DON HERROLD,18,7,262,287
MUSKOGEE,State House,15,DEM,ED CANNADAY,15,24,658,697
MUSKOGEE,State House,16,REP,SCOTT FETGATTER,38,20,650,708
MUSKOGEE,State House,16,DEM,RONNIE KELL,28,25,723,776
MUSKOGEE,State Senate,9,REP,DEWAYNE PEMBERTON,338,1084,8510,9932
MUSKOGEE,State Senate,9,DEM,JACK A. REAVIS,295,896,7016,8207
MUSKOGEE,U.S. House,2,REP,MARKWAYNE MULLIN,545,1441,13332,15318
MUSKOGEE,U.S. House,2,DEM,JOSHUA HARRIS-TILL,297,818,6356,7471
MUSKOGEE,U.S. House,2,IND,JOHN McCARTHY,44,90,1141,1275
MUSKOGEE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,515,1422,13106,15043
MUSKOGEE,President,,LIB,GARY JOHNSON | BILL WELD,33,85,1078,1196
MUSKOGEE,President,,DEM,HILLARY CLINTON | TIM KAINE,351,854,6772,7977
MUSKOGEE,U.S. Senate,,REP,JAMES LANKFORD,540,1476,13128,15144
MUSKOGEE,U.S. Senate,,LIB,ROBERT T. MURPHY,18,40,474,532
MUSKOGEE,U.S. Senate,,DEM,MIKE WORKMAN,309,768,6395,7472
MUSKOGEE,U.S. Senate,,IND,MARK T. BEARD,14,19,396,429
MUSKOGEE,U.S. Senate,,IND,SEAN BRADDY,11,44,442,497
NOBLE,U.S. House,3,REP,FRANK D. LUCAS,158,761,2987,3906
NOBLE,U.S. House,3,DEM,FRANKIE ROBBINS,38,168,681,887
NOBLE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,137,731,2847,3715
NOBLE,President,,LIB,GARY JOHNSON | BILL WELD,7,40,215,262
NOBLE,President,,DEM,HILLARY CLINTON | TIM KAINE,48,164,689,901
NOBLE,U.S. Senate,,REP,JAMES LANKFORD,156,736,2927,3819
NOBLE,U.S. Senate,,LIB,ROBERT T. MURPHY,2,10,105,117
NOBLE,U.S. Senate,,DEM,MIKE WORKMAN,33,164,562,759
NOBLE,U.S. Senate,,IND,MARK T. BEARD,3,17,61,81
NOBLE,U.S. Senate,,IND,SEAN BRADDY,2,9,62,73
NOWATA,State House,10,REP,TRAVIS DUNLAP,99,326,1934,2359
NOWATA,State House,10,DEM,ERIC EPPERSON,59,228,1555,1842
NOWATA,State Senate,29,REP,JULIE DANIELS,84,242,1482,1808
NOWATA,State Senate,29,DEM,ROBERT JOBE,71,315,2031,2417
NOWATA,U.S. House,2,REP,MARKWAYNE MULLIN,118,455,2693,3266
NOWATA,U.S. House,2,DEM,JOSHUA HARRIS-TILL,32,82,627,741
NOWATA,U.S. House,2,IND,JOHN McCARTHY,6,19,183,208
NOWATA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,105,447,2769,3321
NOWATA,President,,LIB,GARY JOHNSON | BILL WELD,9,20,145,174
NOWATA,President,,DEM,HILLARY CLINTON | TIM KAINE,39,89,614,742
NOWATA,U.S. Senate,,REP,JAMES LANKFORD,116,431,2568,3115
NOWATA,U.S. Senate,,LIB,ROBERT T. MURPHY,2,11,77,90
NOWATA,U.S. Senate,,DEM,MIKE WORKMAN,32,99,714,845
NOWATA,U.S. Senate,,IND,MARK T. BEARD,3,12,75,90
NOWATA,U.S. Senate,,IND,SEAN BRADDY,4,5,63,72
OKFUSKEE,State Senate,7,REP,LARRY BOGGS,30,49,334,413
OKFUSKEE,State Senate,7,DEM,JOEL KERNS,16,18,200,234
OKFUSKEE,U.S. House,2,REP,MARKWAYNE MULLIN,117,342,2222,2681
OKFUSKEE,U.S. House,2,DEM,JOSHUA HARRIS-TILL,62,109,793,964
OKFUSKEE,U.S. House,2,IND,JOHN McCARTHY,10,18,226,254
OKFUSKEE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,109,348,2343,2800
OKFUSKEE,President,,LIB,GARY JOHNSON | BILL WELD,9,20,171,200
OKFUSKEE,President,,DEM,HILLARY CLINTON | TIM KAINE,72,101,770,943
OKFUSKEE,U.S. Senate,,REP,JAMES LANKFORD,125,347,2323,2795
OKFUSKEE,U.S. Senate,,LIB,ROBERT T. MURPHY,3,9,65,77
OKFUSKEE,U.S. Senate,,DEM,MIKE WORKMAN,64,97,745,906
OKFUSKEE,U.S. Senate,,IND,MARK T. BEARD,0,9,67,76
OKFUSKEE,U.S. Senate,,IND,SEAN BRADDY,1,6,60,67
OKLAHOMA,State House,100,REP,ELISE HALL,1232,439,6223,7894
OKLAHOMA,State House,100,LIB,CHRISTINA WRIGHT,79,53,778,910
OKLAHOMA,State House,100,DEM,DONALD WENTROTH JR.,821,504,5040,6365
OKLAHOMA,State House,101,REP,TESS TEAGUE,1036,303,10076,11415
OKLAHOMA,State House,101,DEM,CHERYL MOONEYHAM- HESSMAN,643,357,5212,6212
OKLAHOMA,State House,31,REP,JASON W. MURPHEY,364,216,1875,2455
OKLAHOMA,State House,31,DEM,JOHN B. TILLER,108,52,405,565
OKLAHOMA,State House,39,REP,RYAN MARTINEZ,2293,1622,10140,14055
OKLAHOMA,State House,39,LIB,CLARK DUFFE,514,504,3302,4320
OKLAHOMA,State House,54,REP,KEVIN WEST,65,15,628,708
OKLAHOMA,State House,54,DEM,MARY NEWCOME-HATCH,21,13,301,335
OKLAHOMA,State House,54,IND,ELIZABETH LARIOS,8,3,185,196
OKLAHOMA,State House,81,REP,MIKE OSBURN,1452,1225,7618,10295
OKLAHOMA,State House,81,LIB,STEVE LONG,115,84,1024,1223
OKLAHOMA,State House,81,DEM,DAN MYERS,680,660,3713,5053
OKLAHOMA,State House,82,REP,KEVIN CALVEY,2027,1088,10342,13457
OKLAHOMA,State House,82,DEM,MISTY WARFIELD,1097,855,5262,7214
OKLAHOMA,State House,82,IND,CHRISTOPHER J CRAWFORD,85,87,1064,1236
OKLAHOMA,State House,82,IND,DAVID DICKERSON,64,27,350,441
OKLAHOMA,State House,84,REP,TAMMY WEST,673,191,6508,7372
OKLAHOMA,State House,84,DEM,WILL HOLLANDER,437,214,4021,4672
OKLAHOMA,State House,85,REP,MATT JACKSON,1495,506,6529,8530
OKLAHOMA,State House,85,DEM,CYNDI MUNSON,1762,831,7510,10103
OKLAHOMA,State House,87,REP,BRUCE LEE SMITH,615,269,5159,6043
OKLAHOMA,State House,87,LIB,ELLE COLLINS,61,30,890,981
OKLAHOMA,State House,87,DEM,COLLIN WALKE,571,451,5452,6474
OKLAHOMA,State House,92,REP,JOE GRIFFIN,143,80,1904,2127
OKLAHOMA,State House,92,DEM,FORREST BENNETT,177,181,2905,3263
OKLAHOMA,State House,93,REP,JAY MEANS,304,77,2984,3365
OKLAHOMA,State House,93,DEM,MICKEY DOLLENS,330,156,4527,5013
OKLAHOMA,State House,94,REP,JASON SANSONE,350,152,3995,4497
OKLAHOMA,State House,94,DEM,SCOTT INMAN,621,484,6546,7651
OKLAHOMA,State House,95,REP,ROGER FORD,681,220,6089,6990
OKLAHOMA,State House,95,DEM,JAMES J. COOK,478,355,4549,5382
OKLAHOMA,State House,97,REP,TONNI CANADAY,428,225,3466,4119
OKLAHOMA,State House,97,DEM,JASON LOWE,734,1689,8997,11420
OKLAHOMA,State House,99,DEM,GEORGE E. YOUNG,574,1272,7575,9421
OKLAHOMA,State House,99,IND,MARINA MANGIARACINA,144,161,1795,2100
OKLAHOMA,State Senate,15,REP,ROB STANDRIDGE,151,73,1306,1530
OKLAHOMA,State Senate,15,IND,SHAWN P. SHEEHAN,73,97,1058,1228
OKLAHOMA,State Senate,41,REP,ADAM PUGH,4396,3073,18282,25751
OKLAHOMA,State Senate,41,LIB,RICHARD PRAWDZIENSKI,185,133,1497,1815
OKLAHOMA,State Senate,41,DEM,KEVIN McDONALD,2013,1742,9460,13215
OKLAHOMA,State Senate,47,REP,GREG TREAT,3972,1686,17200,22858
OKLAHOMA,State Senate,47,DEM,JUDY MULLEN HOPPER,2320,1529,11596,15445
OKLAHOMA,State Senate,47,IND,STEVEN WEBER,242,157,1850,2249
OKLAHOMA,U.S. House,4,REP,TOM COLE,1599,453,13693,15745
OKLAHOMA,U.S. House,4,LIB,SEVIER WHITE,98,33,1164,1295
OKLAHOMA,U.S. House,4,DEM,CHRISTINA OWEN,725,593,6671,7989
OKLAHOMA,U.S. House,5,REP,STEVE RUSSELL,17953,8999,110149,137101
OKLAHOMA,U.S. House,5,LIB,ZACHARY KNIGHT,1125,710,13557,15392
OKLAHOMA,U.S. House,5,DEM,AL McAFFREY,9918,9551,75381,94850
OKLAHOMA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,17388,8752,115429,141569
OKLAHOMA,President,,LIB,GARY JOHNSON | BILL WELD,2001,884,16675,19560
OKLAHOMA,President,,DEM,HILLARY CLINTON | TIM KAINE,11979,10833,90001,112813
OKLAHOMA,U.S. Senate,,REP,JAMES LANKFORD,20469,9955,130067,160491
OKLAHOMA,U.S. Senate,,LIB,ROBERT T. MURPHY,861,505,8739,10105
OKLAHOMA,U.S. Senate,,DEM,MIKE WORKMAN,9163,9110,70949,89222
OKLAHOMA,U.S. Senate,,IND,MARK T. BEARD,326,247,4547,5120
OKLAHOMA,U.S. Senate,,IND,SEAN BRADDY,779,612,7985,9376
OKMULGEE,State House,16,REP,SCOTT FETGATTER,173,503,3441,4117
OKMULGEE,State House,16,DEM,RONNIE KELL,144,511,3862,4517
OKMULGEE,U.S. House,2,REP,MARKWAYNE MULLIN,343,884,7813,9040
OKMULGEE,U.S. House,2,DEM,JOSHUA HARRIS-TILL,142,485,3467,4094
OKMULGEE,U.S. House,2,IND,JOHN McCARTHY,31,57,631,719
OKMULGEE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,330,874,7740,8944
OKMULGEE,President,,LIB,GARY JOHNSON | BILL WELD,27,44,549,620
OKMULGEE,President,,DEM,HILLARY CLINTON | TIM KAINE,163,510,3712,4385
OKMULGEE,U.S. Senate,,REP,JAMES LANKFORD,333,882,7721,8936
OKMULGEE,U.S. Senate,,LIB,ROBERT T. MURPHY,18,23,237,278
OKMULGEE,U.S. Senate,,DEM,MIKE WORKMAN,145,448,3471,4064
OKMULGEE,U.S. Senate,,IND,MARK T. BEARD,6,29,263,298
OKMULGEE,U.S. Senate,,IND,SEAN BRADDY,18,44,255,317
OSAGE,State House,10,REP,TRAVIS DUNLAP,32,44,727,803
OSAGE,State House,10,DEM,ERIC EPPERSON,13,10,186,209
OSAGE,State House,36,REP,SEAN ROBERTS,406,301,6839,7546
OSAGE,State House,36,DEM,CATHY ROSS,240,233,3274,3747
OSAGE,State House,66,REP,JADINE NOLLAN,57,10,484,551
OSAGE,State House,66,DEM,DIANNA PHILLIPS,28,3,146,177
OSAGE,State House,73,REP,LELAND COLE,38,21,226,285
OSAGE,State House,73,DEM,REGINA GOODWIN,285,84,1762,2131
OSAGE,U.S. House,3,REP,FRANK D. LUCAS,736,640,11236,12612
OSAGE,U.S. House,3,DEM,FRANKIE ROBBINS,529,349,5266,6144
OSAGE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,678,635,11264,12577
OSAGE,President,,LIB,GARY JOHNSON | BILL WELD,60,35,697,792
OSAGE,President,,DEM,HILLARY CLINTON | TIM KAINE,540,332,4725,5597
OSAGE,U.S. Senate,,REP,JAMES LANKFORD,697,646,11126,12469
OSAGE,U.S. Senate,,LIB,ROBERT T. MURPHY,25,19,393,437
OSAGE,U.S. Senate,,DEM,MIKE WORKMAN,494,296,4352,5142
OSAGE,U.S. Senate,,IND,MARK T. BEARD,26,14,355,395
OSAGE,U.S. Senate,,IND,SEAN BRADDY,27,19,397,443
OTTAWA,State House,7,REP,HOGUEN APPERSON,149,437,3681,4267
OTTAWA,State House,7,DEM,BEN LORING,173,744,5396,6313
OTTAWA,State Senate,1,REP,MICHEAL BERGSTROM,190,663,5480,6333
OTTAWA,State Senate,1,DEM,JOHN L. MYERS,127,520,3582,4229
OTTAWA,U.S. House,2,REP,MARKWAYNE MULLIN,216,764,6004,6984
OTTAWA,U.S. House,2,DEM,JOSHUA HARRIS-TILL,90,361,2313,2764
OTTAWA,U.S. House,2,IND,JOHN McCARTHY,16,57,732,805
OTTAWA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,206,800,6625,7631
OTTAWA,President,,LIB,GARY JOHNSON | BILL WELD,16,39,420,475
OTTAWA,President,,DEM,HILLARY CLINTON | TIM KAINE,97,350,2137,2584
OTTAWA,U.S. Senate,,REP,JAMES LANKFORD,220,754,5996,6970
OTTAWA,U.S. Senate,,LIB,ROBERT T. MURPHY,6,27,255,288
OTTAWA,U.S. Senate,,DEM,MIKE WORKMAN,90,357,2345,2792
OTTAWA,U.S. Senate,,IND,MARK T. BEARD,3,26,227,256
OTTAWA,U.S. Senate,,IND,SEAN BRADDY,3,17,245,265
PAWNEE,U.S. House,3,REP,FRANK D. LUCAS,154,422,4164,4740
PAWNEE,U.S. House,3,DEM,FRANKIE ROBBINS,67,190,1252,1509
PAWNEE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,142,410,4177,4729
PAWNEE,President,,LIB,GARY JOHNSON | BILL WELD,9,16,266,291
PAWNEE,President,,DEM,HILLARY CLINTON | TIM KAINE,68,195,1081,1344
PAWNEE,U.S. Senate,,REP,JAMES LANKFORD,145,410,4106,4661
PAWNEE,U.S. Senate,,LIB,ROBERT T. MURPHY,7,12,162,181
PAWNEE,U.S. Senate,,DEM,MIKE WORKMAN,66,178,998,1242
PAWNEE,U.S. Senate,,IND,MARK T. BEARD,2,12,124,138
PAWNEE,U.S. Senate,,IND,SEAN BRADDY,2,7,105,114
PAYNE,State House,33,REP,GREG BABINEC,350,808,6337,7495
PAYNE,State House,33,LIB,ERIN K. ADAMS,23,66,631,720
PAYNE,State House,33,DEM,CARYL TALLEY,335,1030,4751,6116
PAYNE,U.S. House,3,REP,FRANK D. LUCAS,904,2854,15426,19184
PAYNE,U.S. House,3,DEM,FRANKIE ROBBINS,577,1705,6190,8472
PAYNE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,697,2364,13590,16651
PAYNE,President,,LIB,GARY JOHNSON | BILL WELD,125,312,1884,2321
PAYNE,President,,DEM,HILLARY CLINTON | TIM KAINE,665,1894,6229,8788
PAYNE,U.S. Senate,,REP,JAMES LANKFORD,838,2698,14739,18275
PAYNE,U.S. Senate,,LIB,ROBERT T. MURPHY,58,161,1073,1292
PAYNE,U.S. Senate,,DEM,MIKE WORKMAN,511,1554,4867,6932
PAYNE,U.S. Senate,,IND,MARK T. BEARD,16,57,437,510
PAYNE,U.S. Senate,,IND,SEAN BRADDY,55,110,639,804
PITTSBURG,State House,15,REP,DON HERROLD,36,39,522,597
PITTSBURG,State House,15,DEM,ED CANNADAY,15,22,373,410
PITTSBURG,State House,17,REP,PAUL MAREAN,154,352,3299,3805
PITTSBURG,State House,17,DEM,BRIAN RENEGAR,196,558,4754,5508
PITTSBURG,State Senate,7,REP,LARRY BOGGS,367,866,7627,8860
PITTSBURG,State Senate,7,DEM,JOEL KERNS,277,879,7259,8415
PITTSBURG,U.S. House,2,REP,MARKWAYNE MULLIN,433,1179,10552,12164
PITTSBURG,U.S. House,2,DEM,JOSHUA HARRIS-TILL,176,484,3225,3885
PITTSBURG,U.S. House,2,IND,JOHN McCARTHY,32,85,945,1062
PITTSBURG,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,426,1198,11129,12753
PITTSBURG,President,,LIB,GARY JOHNSON | BILL WELD,35,66,706,807
PITTSBURG,President,,DEM,HILLARY CLINTON | TIM KAINE,191,479,3041,3711
PITTSBURG,U.S. Senate,,REP,JAMES LANKFORD,440,1156,10292,11888
PITTSBURG,U.S. Senate,,LIB,ROBERT T. MURPHY,18,36,311,365
PITTSBURG,U.S. Senate,,DEM,MIKE WORKMAN,163,501,3474,4138
PITTSBURG,U.S. Senate,,IND,MARK T. BEARD,14,21,300,335
PITTSBURG,U.S. Senate,,IND,SEAN BRADDY,9,33,372,414
PONTOTOC,State House,25,REP,TODD THOMSEN,394,1846,7786,10026
PONTOTOC,State House,25,DEM,DAVID S. WEIR,177,950,3509,4636
PONTOTOC,State Senate,13,REP,GREG McCORTNEY,354,1595,6717,8666
PONTOTOC,State Senate,13,DEM,ERIC HALL,221,1215,4658,6094
PONTOTOC,U.S. House,4,REP,TOM COLE,412,2036,8552,11000
PONTOTOC,U.S. House,4,LIB,SEVIER WHITE,18,70,360,448
PONTOTOC,U.S. House,4,DEM,CHRISTINA OWEN,149,705,2476,3330
PONTOTOC,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,363,1902,8166,10431
PONTOTOC,President,,LIB,GARY JOHNSON | BILL WELD,30,127,606,763
PONTOTOC,President,,DEM,HILLARY CLINTON | TIM KAINE,184,794,2659,3637
PONTOTOC,U.S. Senate,,REP,JAMES LANKFORD,382,1917,7874,10173
PONTOTOC,U.S. Senate,,LIB,ROBERT T. MURPHY,15,64,335,414
PONTOTOC,U.S. Senate,,DEM,MIKE WORKMAN,153,748,2648,3549
PONTOTOC,U.S. Senate,,IND,MARK T. BEARD,8,29,192,229
PONTOTOC,U.S. Senate,,IND,SEAN BRADDY,17,55,320,392
POTTAWATOMIE,State House,20,REP,BOBBY CLEVELAND,5,3,190,198
POTTAWATOMIE,State House,20,DEM,MATT FAILING,2,2,80,84
POTTAWATOMIE,State House,26,REP,DELL KERBS,423,1150,5859,7432
POTTAWATOMIE,State House,26,DEM,NICK ATWOOD,350,799,4735,5884
POTTAWATOMIE,State House,27,REP,JOSH COCKROFT,223,543,4795,5561
POTTAWATOMIE,State House,27,DEM,JOHN KARLIN,91,178,1549,1818
POTTAWATOMIE,State House,28,REP,TOM NEWELL,202,347,2715,3264
POTTAWATOMIE,State House,28,DEM,MARILYN RAINWATER,42,130,819,991
POTTAWATOMIE,State Senate,13,REP,GREG McCORTNEY,43,69,1377,1489
POTTAWATOMIE,State Senate,13,DEM,ERIC HALL,27,15,517,559
POTTAWATOMIE,U.S. House,5,REP,STEVE RUSSELL,930,2187,14712,17829
POTTAWATOMIE,U.S. House,5,LIB,ZACHARY KNIGHT,48,132,1208,1388
POTTAWATOMIE,U.S. House,5,DEM,AL McAFFREY,376,828,4839,6043
POTTAWATOMIE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,893,2172,14783,17848
POTTAWATOMIE,President,,LIB,GARY JOHNSON | BILL WELD,87,129,1373,1589
POTTAWATOMIE,President,,DEM,HILLARY CLINTON | TIM KAINE,377,857,4781,6015
POTTAWATOMIE,U.S. Senate,,REP,JAMES LANKFORD,999,2340,15845,19184
POTTAWATOMIE,U.S. Senate,,LIB,ROBERT T. MURPHY,26,52,551,629
POTTAWATOMIE,U.S. Senate,,DEM,MIKE WORKMAN,302,682,3663,4647
POTTAWATOMIE,U.S. Senate,,IND,MARK T. BEARD,12,42,407,461
POTTAWATOMIE,U.S. Senate,,IND,SEAN BRADDY,30,59,489,578
PUSHMATAHA,State House,19,REP,JUSTIN JJ HUMPHREY,85,287,1724,2096
PUSHMATAHA,State House,19,DEM,JAMES ALBERT CAMPBELL,43,178,1068,1289
PUSHMATAHA,State House,19,IND,MORGAN HOPSON,14,134,858,1006
PUSHMATAHA,State Senate,5,REP,JOSEPH W. SILK,101,375,2299,2775
PUSHMATAHA,State Senate,5,DEM,STACEY ALLEN EBERT,41,223,1347,1611
PUSHMATAHA,U.S. House,2,REP,MARKWAYNE MULLIN,109,436,2716,3261
PUSHMATAHA,U.S. House,2,DEM,JOSHUA HARRIS-TILL,30,120,665,815
PUSHMATAHA,U.S. House,2,IND,JOHN McCARTHY,2,40,262,304
PUSHMATAHA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,111,481,2989,3581
PUSHMATAHA,President,,LIB,GARY JOHNSON | BILL WELD,4,20,130,154
PUSHMATAHA,President,,DEM,HILLARY CLINTON | TIM KAINE,31,108,609,748
PUSHMATAHA,U.S. Senate,,REP,JAMES LANKFORD,103,411,2547,3061
PUSHMATAHA,U.S. Senate,,LIB,ROBERT T. MURPHY,0,14,102,116
PUSHMATAHA,U.S. Senate,,DEM,MIKE WORKMAN,32,140,799,971
PUSHMATAHA,U.S. Senate,,IND,MARK T. BEARD,2,11,64,77
PUSHMATAHA,U.S. Senate,,IND,SEAN BRADDY,3,15,98,116
ROGER MILLS,State House,55,REP,TODD RUSS,42,109,808,959
ROGER MILLS,State House,55,DEM,WAYNE A. WALTERS,30,111,645,786
ROGER MILLS,U.S. House,3,REP,FRANK D. LUCAS,65,189,1300,1554
ROGER MILLS,U.S. House,3,DEM,FRANKIE ROBBINS,8,28,155,191
ROGER MILLS,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,56,195,1296,1547
ROGER MILLS,President,,LIB,GARY JOHNSON | BILL WELD,6,8,47,61
ROGER MILLS,President,,DEM,HILLARY CLINTON | TIM KAINE,8,17,126,151
ROGER MILLS,U.S. Senate,,REP,JAMES LANKFORD,65,188,1284,1537
ROGER MILLS,U.S. Senate,,LIB,ROBERT T. MURPHY,2,7,24,33
ROGER MILLS,U.S. Senate,,DEM,MIKE WORKMAN,5,22,117,144
ROGER MILLS,U.S. Senate,,IND,MARK T. BEARD,0,1,16,17
ROGER MILLS,U.S. Senate,,IND,SEAN BRADDY,1,0,15,16
ROGERS,State House,23,REP,TERRY O'DONNELL,125,256,2500,2881
ROGERS,State House,23,DEM,KEITH WELCH SR.,43,82,671,796
ROGERS,State House,74,REP,DALE DERBY,399,568,3787,4754
ROGERS,State House,74,DEM,JERI MOBERLY,197,274,1601,2072
ROGERS,State House,8,REP,TOM GANN,103,210,2517,2830
ROGERS,State House,8,DEM,DARRELL L. MOORE,43,74,825,942
ROGERS,State Senate,29,REP,JULIE DANIELS,189,338,4346,4873
ROGERS,State Senate,29,DEM,ROBERT JOBE,64,120,1795,1979
ROGERS,State Senate,3,REP,WAYNE SHAW,77,129,1657,1863
ROGERS,State Senate,3,DEM,RHONDA COX,26,55,666,747
ROGERS,U.S. House,2,REP,MARKWAYNE MULLIN,1231,3150,20607,24988
ROGERS,U.S. House,2,DEM,JOSHUA HARRIS-TILL,384,833,4501,5718
ROGERS,U.S. House,2,IND,JOHN McCARTHY,93,213,1888,2194
ROGERS,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,1544,3787,25582,30913
ROGERS,President,,LIB,GARY JOHNSON | BILL WELD,131,161,1755,2047
ROGERS,President,,DEM,HILLARY CLINTON | TIM KAINE,630,1150,6122,7902
ROGERS,U.S. Senate,,REP,JAMES LANKFORD,1661,3868,25665,31194
ROGERS,U.S. Senate,,LIB,ROBERT T. MURPHY,60,83,878,1021
ROGERS,U.S. Senate,,DEM,MIKE WORKMAN,484,1015,5363,6862
ROGERS,U.S. Senate,,IND,MARK T. BEARD,37,72,712,821
ROGERS,U.S. Senate,,IND,SEAN BRADDY,51,63,761,875
SEMINOLE,State House,28,REP,TOM NEWELL,193,431,4286,4910
SEMINOLE,State House,28,DEM,MARILYN RAINWATER,128,313,2627,3068
SEMINOLE,State Senate,13,REP,GREG McCORTNEY,53,66,1011,1130
SEMINOLE,State Senate,13,DEM,ERIC HALL,24,21,473,518
SEMINOLE,U.S. House,5,REP,STEVE RUSSELL,219,465,4570,5254
SEMINOLE,U.S. House,5,LIB,ZACHARY KNIGHT,10,19,304,333
SEMINOLE,U.S. House,5,DEM,AL McAFFREY,97,258,2025,2380
SEMINOLE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,213,477,4923,5613
SEMINOLE,President,,LIB,GARY JOHNSON | BILL WELD,16,25,312,353
SEMINOLE,President,,DEM,HILLARY CLINTON | TIM KAINE,99,241,1731,2071
SEMINOLE,U.S. Senate,,REP,JAMES LANKFORD,226,512,5159,5897
SEMINOLE,U.S. Senate,,LIB,ROBERT T. MURPHY,7,12,156,175
SEMINOLE,U.S. Senate,,DEM,MIKE WORKMAN,84,203,1385,1672
SEMINOLE,U.S. Senate,,IND,MARK T. BEARD,1,5,137,143
SEMINOLE,U.S. Senate,,IND,SEAN BRADDY,8,15,139,162
SEQUOYAH,State House,15,REP,DON HERROLD,52,62,881,995
SEQUOYAH,State House,15,DEM,ED CANNADAY,49,58,1067,1174
SEQUOYAH,State House,2,REP,JOHN BENNETT,257,762,5638,6657
SEQUOYAH,State House,2,DEM,TOM STITES,233,626,4717,5576
SEQUOYAH,U.S. House,2,REP,MARKWAYNE MULLIN,400,1055,8420,9875
SEQUOYAH,U.S. House,2,DEM,JOSHUA HARRIS-TILL,155,343,2886,3384
SEQUOYAH,U.S. House,2,IND,JOHN McCARTHY,30,86,764,880
SEQUOYAH,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,414,1162,9312,10888
SEQUOYAH,President,,LIB,GARY JOHNSON | BILL WELD,18,33,437,488
SEQUOYAH,President,,DEM,HILLARY CLINTON | TIM KAINE,160,316,2585,3061
SEQUOYAH,U.S. Senate,,REP,JAMES LANKFORD,400,1028,8030,9458
SEQUOYAH,U.S. Senate,,LIB,ROBERT T. MURPHY,18,27,301,346
SEQUOYAH,U.S. Senate,,DEM,MIKE WORKMAN,151,353,3136,3640
SEQUOYAH,U.S. Senate,,IND,MARK T. BEARD,4,26,276,306
SEQUOYAH,U.S. Senate,,IND,SEAN BRADDY,13,53,312,378
STEPHENS,State House,50,REP,MARCUS McENTIRE,406,920,7845,9171
STEPHENS,State House,50,DEM,MELISSA TILLEY,147,257,2278,2682
STEPHENS,State House,51,REP,SCOTT R. BIGGS,140,305,3312,3757
STEPHENS,State House,51,DEM,CHARLES L. MURDOCK,75,90,1168,1333
STEPHENS,State House,65,REP,SCOOTER PARK,20,30,613,663
STEPHENS,State House,65,DEM,RICK GILLELAND,4,9,123,136
STEPHENS,State Senate,31,REP,CHRIS KIDD,153,328,2695,3176
