county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140010,0,0,8,8,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140010,2,0,18,20,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140010,0,0,0,0,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140010,0,0,1,1,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140010,8,0,31,39,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140010,3,0,40,43,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140010,2,0,7,9,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140010,3,0,37,40,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140010,1,0,1,2,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140040,2,0,13,15,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140040,6,0,86,92,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140040,3,0,7,10,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140040,0,0,4,4,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140040,4,0,21,25,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140040,1,0,16,17,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140040,0,0,10,10,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140040,7,0,50,57,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140040,0,0,3,3,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140041,1,0,4,5,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140041,0,0,29,29,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140041,0,0,2,2,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140041,0,0,1,1,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140041,0,0,12,12,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140041,0,0,10,10,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140041,0,0,6,6,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140041,0,0,18,18,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140041,0,0,0,0,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140050,2,0,8,10,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140050,2,0,84,86,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140050,1,0,27,28,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140050,0,0,1,1,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140050,4,0,38,42,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140050,3,0,15,18,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140050,1,1,6,8,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140050,8,0,64,72,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140050,0,0,2,2,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140061,6,0,6,12,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140061,14,2,105,121,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140061,2,0,11,13,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140061,0,0,2,2,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140061,6,0,34,40,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140061,11,0,34,45,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140061,1,0,4,5,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140061,6,0,43,49,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140061,2,0,7,9,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140069,1,0,3,4,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140069,7,0,106,113,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140069,0,0,12,12,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140069,0,0,6,6,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140069,6,0,38,44,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140069,2,1,32,35,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140069,1,0,9,10,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140069,6,0,52,58,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140069,1,0,7,8,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140080,1,0,1,2,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140080,1,0,3,4,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140080,0,0,0,0,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140080,0,0,3,3,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140080,1,0,19,20,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140080,0,0,17,17,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140080,0,0,4,4,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140080,0,0,11,11,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140080,0,0,0,0,45
CLEVELAND,State Senator,SCOTT HARRIS,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,PAUL ROSINO,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,DUANE SMITH,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,MATHEW HAMRICK,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,DIANE MEANS,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,BRIAN WALTERS,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,KERRY PETTINGILL,Republican,140090,0,0,0,0,45
CLEVELAND,State Senator,STEVEN VINCENT,Democratic,140090,0,0,0,0,45
CLEVELAND,State Senator,NOAH S. YNCLAN,Democratic,140090,0,0,0,0,45
GRADY,PROPOSITION TOWN OF ALEX,FOR THE PROPOSITION - YES,,260020,0,0,24,24,
GRADY,PROPOSITION TOWN OF ALEX,AGAINST THE PROPOSITION - NO,,260020,0,1,1,2,
GRADY,PROPOSITION TOWN OF ALEX,FOR THE PROPOSITION - YES,,260031,0,0,0,0,
GRADY,PROPOSITION TOWN OF ALEX,AGAINST THE PROPOSITION - NO,,260031,0,0,0,0,
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,FOR THE PROPOSITION - YES,,490101,3,1,56,60,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,AGAINST THE PROPOSITION - NO,,490101,3,0,56,59,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,FOR THE PROPOSITION - YES,,490121,1,9,90,100,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,AGAINST THE PROPOSITION - NO,,490121,5,3,49,57,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,FOR THE PROPOSITION - YES,,490132,6,16,86,108,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,AGAINST THE PROPOSITION - NO,,490132,5,4,82,91,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,FOR THE PROPOSITION - YES,,490241,8,16,224,248,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,AGAINST THE PROPOSITION - NO,,490241,7,9,153,169,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,FOR THE PROPOSITION - YES,,490242,2,1,85,88,PROPOSTION NO. 1 CITY OF PRYOR CREEK
MAYES,PROPOSTION NO. 1 CITY OF PRYOR CREEK,AGAINST THE PROPOSITION - NO,,490242,3,2,42,47,PROPOSTION NO. 1 CITY OF PRYOR CREEK
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,550233,0,0,3,3,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,550233,0,0,3,3,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,550233,0,0,0,0,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,550233,0,0,0,0,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,550233,0,0,5,5,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,550233,0,0,5,5,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,550233,0,0,2,2,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,550233,0,0,5,5,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,550233,0,0,1,1,45
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,550234,0,0,2,2,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,550234,0,0,14,14,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,550234,0,0,0,0,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,550234,0,0,1,1,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,550234,0,0,6,6,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,550234,0,0,7,7,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,550234,0,0,3,3,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,550234,0,0,18,18,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,550234,0,0,3,3,45
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,550238,0,0,0,0,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,550238,0,0,0,0,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,550238,0,0,0,0,45
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,550246,0,0,1,1,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,550246,0,0,3,3,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,550246,0,0,0,0,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,550246,0,0,0,0,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,550246,0,0,1,1,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,550246,0,0,1,1,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,550246,0,0,2,2,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,550246,0,0,3,3,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,550246,0,0,1,1,45
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,550247,0,0,0,0,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,550247,0,0,3,3,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,550247,0,0,0,0,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,550247,0,0,0,0,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,550247,0,0,1,1,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,550247,0,0,3,3,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,550247,0,0,1,1,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,550247,0,0,16,16,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,550247,0,0,1,1,45
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,550248,0,0,5,5,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,550248,0,0,7,7,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,550248,0,0,3,3,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,550248,0,0,1,1,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,550248,0,0,20,20,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,550248,0,0,15,15,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,550248,0,0,4,4,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,550248,0,0,65,65,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,550248,0,0,10,10,45
OKLAHOMA,State Senator,SCOTT HARRIS,Republican,559999,0,0,0,0,45
OKLAHOMA,State Senator,PAUL ROSINO,Republican,559999,3,0,0,3,45
OKLAHOMA,State Senator,DUANE SMITH,Republican,559999,3,0,0,3,45
OKLAHOMA,State Senator,MATHEW HAMRICK,Republican,559999,1,0,0,1,45
OKLAHOMA,State Senator,DIANE MEANS,Republican,559999,1,0,0,1,45
OKLAHOMA,State Senator,BRIAN WALTERS,Republican,559999,1,0,0,1,45
OKLAHOMA,State Senator,KERRY PETTINGILL,Republican,559999,0,0,0,0,45
OKLAHOMA,State Senator,STEVEN VINCENT,Democratic,559999,12,1,0,13,45
OKLAHOMA,State Senator,NOAH S. YNCLAN,Democratic,559999,2,0,0,2,45
STEPHENS,PROPOSITION CITY OF COMANCHE,FOR THE PROPOSITION - YES,,690041,1,0,24,25,
STEPHENS,PROPOSITION CITY OF COMANCHE,AGAINST THE PROPOSITION - NO,,690041,0,0,0,0,
STEPHENS,PROPOSITION CITY OF COMANCHE,FOR THE PROPOSITION - YES,,690061,0,0,0,0,
STEPHENS,PROPOSITION CITY OF COMANCHE,AGAINST THE PROPOSITION - NO,,690061,0,0,0,0,
STEPHENS,PROPOSITION CITY OF COMANCHE,FOR THE PROPOSITION - YES,,690062,0,0,0,0,
STEPHENS,PROPOSITION CITY OF COMANCHE,AGAINST THE PROPOSITION - NO,,690062,0,0,0,0,
TEXAS,PROPOSITION CITY OF HOOKER,FOR THE PROPOSITION - YES,,700101,1,0,15,16,
TEXAS,PROPOSITION CITY OF HOOKER,AGAINST THE PROPOSITION - NO,,700101,0,0,1,1,
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720451,0,0,25,25,76
TULSA,State Representative,ROSS FORD,Republican,720451,0,0,15,15,76
TULSA,State Representative,JESS GUTHRIE,Republican,720451,0,0,2,2,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720451,0,0,22,22,76
TULSA,State Representative,CLIFF JOHNS,Republican,720451,0,0,13,13,76
TULSA,State Representative,FORREST MAYER,Democratic,720451,0,0,21,21,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720451,0,0,9,9,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720454,0,0,47,47,76
TULSA,State Representative,ROSS FORD,Republican,720454,0,0,90,90,76
TULSA,State Representative,JESS GUTHRIE,Republican,720454,0,0,7,7,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720454,0,0,65,65,76
TULSA,State Representative,CLIFF JOHNS,Republican,720454,0,0,10,10,76
TULSA,State Representative,FORREST MAYER,Democratic,720454,0,0,21,21,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720454,0,0,29,29,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720455,0,0,17,17,76
TULSA,State Representative,ROSS FORD,Republican,720455,0,0,13,13,76
TULSA,State Representative,JESS GUTHRIE,Republican,720455,0,0,1,1,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720455,0,0,15,15,76
TULSA,State Representative,CLIFF JOHNS,Republican,720455,0,0,10,10,76
TULSA,State Representative,FORREST MAYER,Democratic,720455,0,0,12,12,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720455,0,0,14,14,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720456,0,0,60,60,76
TULSA,State Representative,ROSS FORD,Republican,720456,0,0,25,25,76
TULSA,State Representative,JESS GUTHRIE,Republican,720456,0,0,3,3,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720456,0,0,21,21,76
TULSA,State Representative,CLIFF JOHNS,Republican,720456,0,0,8,8,76
TULSA,State Representative,FORREST MAYER,Democratic,720456,0,0,12,12,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720456,0,0,17,17,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720458,0,0,93,93,76
