county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
DEWEY,State Senator,JEFF HALL,Republican,220008,0,0,2,2,27
DEWEY,State Senator,TRAVIS TEMPLIN,Republican,220008,5,8,149,162,27
DEWEY,State Senator,CASEY MURDOCK,Republican,220008,0,5,15,20,27
DEWEY,State Senator,CAROLYN McLARTY,Republican,220008,0,0,16,16,27
DEWEY,State Senator,TOMMY W. NICHOLSON,Republican,220009,0,0,1,1,27
DEWEY,State Senator,MICHAEL MEDILL,Republican,220009,0,0,0,0,27
DEWEY,State Senator,JEFF HALL,Republican,220009,0,0,0,0,27
DEWEY,State Senator,TRAVIS TEMPLIN,Republican,220009,0,0,29,29,27
DEWEY,State Senator,CASEY MURDOCK,Republican,220009,0,0,0,0,27
DEWEY,State Senator,CAROLYN McLARTY,Republican,220009,0,0,1,1,27
DEWEY,State Senator,TOMMY W. NICHOLSON,Republican,220010,0,0,0,0,27
DEWEY,State Senator,MICHAEL MEDILL,Republican,220010,0,0,0,0,27
DEWEY,State Senator,JEFF HALL,Republican,220010,0,0,0,0,27
DEWEY,State Senator,TRAVIS TEMPLIN,Republican,220010,0,0,1,1,27
DEWEY,State Senator,CASEY MURDOCK,Republican,220010,0,0,2,2,27
DEWEY,State Senator,CAROLYN McLARTY,Republican,220010,0,0,2,2,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230001,0,0,4,4,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230001,2,0,0,2,27
ELLIS,State Senator,JEFF HALL,Republican,230001,0,3,6,9,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230001,2,10,46,58,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230001,4,5,27,36,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230001,4,4,13,21,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230003,1,0,1,2,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230003,0,0,0,0,27
ELLIS,State Senator,JEFF HALL,Republican,230003,1,0,46,47,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230003,1,1,38,40,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230003,0,1,40,41,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230003,0,0,15,15,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230004,0,0,0,0,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230004,0,0,0,0,27
ELLIS,State Senator,JEFF HALL,Republican,230004,0,0,14,14,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230004,0,0,5,5,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230004,0,1,0,1,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230004,0,0,1,1,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230006,0,0,0,0,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230006,0,0,0,0,27
ELLIS,State Senator,JEFF HALL,Republican,230006,0,0,0,0,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230006,0,1,0,1,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230006,0,0,9,9,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230006,1,0,4,5,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230007,0,0,1,1,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230007,0,0,2,2,27
ELLIS,State Senator,JEFF HALL,Republican,230007,0,2,10,12,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230007,0,0,29,29,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230007,0,0,11,11,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230007,3,0,14,17,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230008,0,0,0,0,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230008,0,0,1,1,27
ELLIS,State Senator,JEFF HALL,Republican,230008,0,0,5,5,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230008,2,0,15,17,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230008,4,2,15,21,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230008,0,0,13,13,27
ELLIS,State Senator,TOMMY W. NICHOLSON,Republican,230009,0,0,0,0,27
ELLIS,State Senator,MICHAEL MEDILL,Republican,230009,0,0,0,0,27
ELLIS,State Senator,JEFF HALL,Republican,230009,0,0,1,1,27
ELLIS,State Senator,TRAVIS TEMPLIN,Republican,230009,0,6,16,22,27
ELLIS,State Senator,CASEY MURDOCK,Republican,230009,0,0,8,8,27
ELLIS,State Senator,CAROLYN McLARTY,Republican,230009,0,0,4,4,27
HARPER,State Senator,TOMMY W. NICHOLSON,Republican,300201,0,0,3,3,27
HARPER,State Senator,MICHAEL MEDILL,Republican,300201,0,0,0,0,27
HARPER,State Senator,JEFF HALL,Republican,300201,0,3,19,22,27
HARPER,State Senator,TRAVIS TEMPLIN,Republican,300201,1,0,53,54,27
HARPER,State Senator,CASEY MURDOCK,Republican,300201,2,0,54,56,27
HARPER,State Senator,CAROLYN McLARTY,Republican,300201,0,1,17,18,27
HARPER,State Senator,TOMMY W. NICHOLSON,Republican,300203,0,0,0,0,27
HARPER,State Senator,MICHAEL MEDILL,Republican,300203,0,0,0,0,27
HARPER,State Senator,JEFF HALL,Republican,300203,0,1,3,4,27
HARPER,State Senator,TRAVIS TEMPLIN,Republican,300203,0,0,13,13,27
HARPER,State Senator,CASEY MURDOCK,Republican,300203,0,2,7,9,27
HARPER,State Senator,CAROLYN McLARTY,Republican,300203,0,0,0,0,27
HARPER,State Senator,TOMMY W. NICHOLSON,Republican,300301,0,1,1,2,27
HARPER,State Senator,MICHAEL MEDILL,Republican,300301,0,0,1,1,27
HARPER,State Senator,JEFF HALL,Republican,300301,0,0,2,2,27
HARPER,State Senator,TRAVIS TEMPLIN,Republican,300301,0,0,13,13,27
HARPER,State Senator,CASEY MURDOCK,Republican,300301,0,4,25,29,27
HARPER,State Senator,CAROLYN McLARTY,Republican,300301,0,1,9,10,27
HARPER,State Senator,TOMMY W. NICHOLSON,Republican,300302,0,0,1,1,27
HARPER,State Senator,MICHAEL MEDILL,Republican,300302,0,0,0,0,27
HARPER,State Senator,JEFF HALL,Republican,300302,0,0,3,3,27
HARPER,State Senator,TRAVIS TEMPLIN,Republican,300302,0,0,6,6,27
HARPER,State Senator,CASEY MURDOCK,Republican,300302,0,2,7,9,27
HARPER,State Senator,CAROLYN McLARTY,Republican,300302,0,0,2,2,27
HARPER,State Senator,TOMMY W. NICHOLSON,Republican,300303,0,0,0,0,27
HARPER,State Senator,MICHAEL MEDILL,Republican,300303,0,0,1,1,27
HARPER,State Senator,JEFF HALL,Republican,300303,1,0,3,4,27
HARPER,State Senator,TRAVIS TEMPLIN,Republican,300303,0,1,5,6,27
HARPER,State Senator,CASEY MURDOCK,Republican,300303,0,0,8,8,27
HARPER,State Senator,CAROLYN McLARTY,Republican,300303,1,0,6,7,27
HARPER,State Senator,TOMMY W. NICHOLSON,Republican,300402,0,0,6,6,27
HARPER,State Senator,MICHAEL MEDILL,Republican,300402,0,0,0,0,27
HARPER,State Senator,JEFF HALL,Republican,300402,0,1,8,9,27
HARPER,State Senator,TRAVIS TEMPLIN,Republican,300402,0,1,16,17,27
HARPER,State Senator,CASEY MURDOCK,Republican,300402,1,6,25,32,27
HARPER,State Senator,CAROLYN McLARTY,Republican,300402,0,2,7,9,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470002,0,0,2,2,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470002,0,0,1,1,27
MAJOR,State Senator,JEFF HALL,Republican,470002,0,3,6,9,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470002,1,3,24,28,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470002,2,0,12,14,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470002,1,1,52,54,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470004,0,0,1,1,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470004,0,0,0,0,27
MAJOR,State Senator,JEFF HALL,Republican,470004,0,0,5,5,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470004,0,1,8,9,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470004,0,0,1,1,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470004,0,0,6,6,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470009,0,0,0,0,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470009,0,0,0,0,27
MAJOR,State Senator,JEFF HALL,Republican,470009,0,1,8,9,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470009,0,1,7,8,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470009,0,1,0,1,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470009,1,0,2,3,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470010,0,0,0,0,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470010,0,0,0,0,27
MAJOR,State Senator,JEFF HALL,Republican,470010,1,0,10,11,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470010,2,4,67,73,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470010,2,0,10,12,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470010,0,0,12,12,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470015,0,0,2,2,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470015,0,0,0,0,27
MAJOR,State Senator,JEFF HALL,Republican,470015,0,0,0,0,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470015,0,0,10,10,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470015,0,0,5,5,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470015,0,0,10,10,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470016,0,0,0,0,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470016,0,0,0,0,27
MAJOR,State Senator,JEFF HALL,Republican,470016,0,0,1,1,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470016,0,0,10,10,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470016,0,1,7,8,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470016,0,0,5,5,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470020,1,0,4,5,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470020,0,0,1,1,27
MAJOR,State Senator,JEFF HALL,Republican,470020,0,3,9,12,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470020,2,8,74,84,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470020,4,5,51,60,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470020,4,2,48,54,27
MAJOR,State Senator,TOMMY W. NICHOLSON,Republican,470022,1,3,8,12,27
MAJOR,State Senator,MICHAEL MEDILL,Republican,470022,0,1,2,3,27
MAJOR,State Senator,JEFF HALL,Republican,470022,2,0,6,8,27
MAJOR,State Senator,TRAVIS TEMPLIN,Republican,470022,0,1,60,61,27
MAJOR,State Senator,CASEY MURDOCK,Republican,470022,0,9,21,30,27
MAJOR,State Senator,CAROLYN McLARTY,Republican,470022,0,2,37,39,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700101,0,0,3,3,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700101,0,0,1,1,27
TEXAS,State Senator,JEFF HALL,Republican,700101,1,0,24,25,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700101,0,0,32,32,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700101,10,0,88,98,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700101,0,0,37,37,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700102,0,0,1,1,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700102,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700102,0,2,9,11,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700102,0,0,3,3,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700102,0,2,22,24,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700102,0,0,6,6,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700104,0,0,1,1,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700104,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700104,0,0,3,3,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700104,2,0,9,11,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700104,3,0,61,64,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700104,0,0,19,19,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700107,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700107,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700107,1,0,4,5,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700107,0,0,3,3,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700107,2,3,33,38,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700107,1,0,4,5,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700201,0,0,2,2,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700201,0,0,1,1,27
TEXAS,State Senator,JEFF HALL,Republican,700201,0,7,47,54,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700201,0,4,42,46,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700201,8,9,63,80,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700201,1,8,27,36,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700202,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700202,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700202,0,1,14,15,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700202,0,1,6,7,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700202,0,11,28,39,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700202,0,1,10,11,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700205,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700205,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700205,0,10,81,91,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700205,0,5,18,23,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700205,6,19,76,101,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700205,0,5,34,39,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700302,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700302,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700302,0,2,3,5,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700302,0,0,2,2,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700302,2,5,32,39,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700302,0,0,1,1,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700303,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700303,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700303,0,0,5,5,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700303,1,2,18,21,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700303,5,4,65,74,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700303,0,0,3,3,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700304,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700304,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700304,0,1,12,13,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700304,3,2,25,30,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700304,0,3,44,47,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700304,0,0,9,9,27
TEXAS,State Senator,TOMMY W. NICHOLSON,Republican,700305,0,0,0,0,27
TEXAS,State Senator,MICHAEL MEDILL,Republican,700305,0,0,0,0,27
TEXAS,State Senator,JEFF HALL,Republican,700305,1,2,58,61,27
TEXAS,State Senator,TRAVIS TEMPLIN,Republican,700305,0,1,20,21,27
TEXAS,State Senator,CASEY MURDOCK,Republican,700305,1,8,69,78,27
TEXAS,State Senator,CAROLYN McLARTY,Republican,700305,2,5,36,43,27
WOODS,State Senator,TOMMY W. NICHOLSON,Republican,760001,0,0,2,2,27
WOODS,State Senator,MICHAEL MEDILL,Republican,760001,0,0,2,2,27
WOODS,State Senator,JEFF HALL,Republican,760001,1,2,7,10,27
WOODS,State Senator,TRAVIS TEMPLIN,Republican,760001,0,9,45,54,27
WOODS,State Senator,CASEY MURDOCK,Republican,760001,1,7,34,42,27
WOODS,State Senator,CAROLYN McLARTY,Republican,760001,1,6,37,44,27
WOODS,State Senator,TOMMY W. NICHOLSON,Republican,760002,0,0,3,3,27
WOODS,State Senator,MICHAEL MEDILL,Republican,760002,0,0,3,3,27
WOODS,State Senator,JEFF HALL,Republican,760002,0,0,25,25,27
WOODS,State Senator,TRAVIS TEMPLIN,Republican,760002,0,0,41,41,27
WOODS,State Senator,CASEY MURDOCK,Republican,760002,3,0,23,26,27
WOODS,State Senator,CAROLYN McLARTY,Republican,760002,0,0,11,11,27
WOODS,State Senator,TOMMY W. NICHOLSON,Republican,760003,0,0,0,0,27
WOODS,State Senator,MICHAEL MEDILL,Republican,760003,1,0,0,1,27
WOODS,State Senator,JEFF HALL,Republican,760003,1,0,7,8,27
WOODS,State Senator,TRAVIS TEMPLIN,Republican,760003,1,3,18,22,27
WOODS,State Senator,CASEY MURDOCK,Republican,760003,0,2,14,16,27
WOODS,State Senator,CAROLYN McLARTY,Republican,760003,0,0,7,7,27
WOODS,State Senator,TOMMY W. NICHOLSON,Republican,760004,0,0,0,0,27
WOODS,State Senator,MICHAEL MEDILL,Republican,760004,0,0,1,1,27
WOODS,State Senator,JEFF HALL,Republican,760004,0,1,1,2,27
WOODS,State Senator,TRAVIS TEMPLIN,Republican,760004,0,2,5,7,27
WOODS,State Senator,CASEY MURDOCK,Republican,760004,0,0,6,6,27
WOODS,State Senator,CAROLYN McLARTY,Republican,760004,0,0,2,2,27
