county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
WOODS,State Senator,TOMMY W. NICHOLSON,Republican,760005,0,0,2,2,27
WOODS,State Senator,MICHAEL MEDILL,Republican,760005,0,0,3,3,27
WOODS,State Senator,JEFF HALL,Republican,760005,0,1,7,8,27
WOODS,State Senator,TRAVIS TEMPLIN,Republican,760005,0,4,49,53,27
WOODS,State Senator,CASEY MURDOCK,Republican,760005,1,3,27,31,27
WOODS,State Senator,CAROLYN McLARTY,Republican,760005,0,7,38,45,27
WOODS,State Senator,TOMMY W. NICHOLSON,Republican,760008,0,0,0,0,27
WOODS,State Senator,MICHAEL MEDILL,Republican,760008,0,0,1,1,27
WOODS,State Senator,JEFF HALL,Republican,760008,2,0,13,15,27
WOODS,State Senator,TRAVIS TEMPLIN,Republican,760008,0,0,19,19,27
WOODS,State Senator,CASEY MURDOCK,Republican,760008,6,0,17,23,27
WOODS,State Senator,CAROLYN McLARTY,Republican,760008,0,0,15,15,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770101,2,1,2,5,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770101,0,1,2,3,27
WOODWARD,State Senator,JEFF HALL,Republican,770101,0,2,9,11,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770101,0,1,24,25,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770101,1,0,11,12,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770101,1,4,38,43,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770102,0,0,8,8,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770102,1,0,3,4,27
WOODWARD,State Senator,JEFF HALL,Republican,770102,0,0,9,9,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770102,1,1,11,13,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770102,0,0,5,5,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770102,0,2,24,26,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770104,0,0,0,0,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770104,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770104,0,0,0,0,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770104,0,0,2,2,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770104,0,0,0,0,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770104,2,0,0,2,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770105,0,0,10,10,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770105,0,0,1,1,27
WOODWARD,State Senator,JEFF HALL,Republican,770105,3,3,97,103,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770105,2,7,44,53,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770105,0,3,28,31,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770105,0,0,58,58,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770106,0,0,0,0,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770106,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770106,0,0,9,9,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770106,0,1,1,2,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770106,0,0,3,3,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770106,1,0,11,12,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770201,0,0,6,6,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770201,0,0,1,1,27
WOODWARD,State Senator,JEFF HALL,Republican,770201,0,3,17,20,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770201,2,4,41,47,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770201,0,5,19,24,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770201,5,5,67,77,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770202,1,0,3,4,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770202,0,0,6,6,27
WOODWARD,State Senator,JEFF HALL,Republican,770202,0,0,18,18,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770202,0,8,68,76,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770202,2,2,48,52,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770202,1,7,100,108,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770203,0,0,5,5,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770203,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770203,0,0,4,4,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770203,1,2,27,30,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770203,2,0,14,16,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770203,0,1,43,44,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770204,0,0,0,0,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770204,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770204,0,0,2,2,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770204,0,4,16,20,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770204,0,0,2,2,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770204,1,4,33,38,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770301,0,0,2,2,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770301,0,0,1,1,27
WOODWARD,State Senator,JEFF HALL,Republican,770301,1,0,2,3,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770301,0,0,8,8,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770301,0,0,9,9,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770301,1,1,27,29,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770302,0,0,1,1,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770302,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770302,2,1,7,10,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770302,0,2,8,10,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770302,0,0,10,10,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770302,2,7,19,28,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770303,0,0,0,0,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770303,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770303,0,0,0,0,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770303,0,0,0,0,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770303,0,0,0,0,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770303,0,0,0,0,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770304,0,0,2,2,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770304,1,0,1,2,27
WOODWARD,State Senator,JEFF HALL,Republican,770304,0,0,1,1,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770304,0,0,6,6,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770304,0,1,5,6,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770304,0,0,19,19,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770306,0,0,3,3,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770306,0,0,8,8,27
WOODWARD,State Senator,JEFF HALL,Republican,770306,2,6,16,24,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770306,0,3,67,70,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770306,0,3,31,34,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770306,1,8,117,126,27
WOODWARD,State Senator,TOMMY W. NICHOLSON,Republican,770307,0,0,1,1,27
WOODWARD,State Senator,MICHAEL MEDILL,Republican,770307,0,0,0,0,27
WOODWARD,State Senator,JEFF HALL,Republican,770307,0,0,1,1,27
WOODWARD,State Senator,TRAVIS TEMPLIN,Republican,770307,0,0,10,10,27
WOODWARD,State Senator,CASEY MURDOCK,Republican,770307,0,2,11,13,27
WOODWARD,State Senator,CAROLYN McLARTY,Republican,770307,0,0,3,3,27
